journal,title,author,year,volume,issue,doi,abstract,abstract_clean,abstract_tokens
Records Management Journal,Hybrid filing schemes: The use of metadata signposts in functional file plans,Morelli J.M.,2007,17.0,1,10.1108/09565690710730679,"Purpose - The purpose of this paper is to highlight the problems of using metadata to file electronic documents as well as the problems of using a purely functional filing scheme. It aims to explore how a functional file plan can be created from a business classification scheme by inserting ""metadata signpost folders"" at strategic points in the filing hierarchy to create a ""hybrid functional file plan"". Design/methodology/approach - The paper draws on experience and published literature to discuss methods for creating a hybrid functional file plan. Findings - The paper concludes that functional filing is the only method of filing e-documents that can effectively support good information management practice, enabling all e-documents to be managed in line with corporate information management policies, and that it may also be the only viable method of providing true ""shared"" filing in support of knowledge management and business efficiency. Originality/value - The article shows that a functional filing scheme, retrieving, cross-referencing and grouping documents by subject (or other metadata attributes) requires special measures and suggests that current IT, EDRM and related technologies may not fully meet the requirements by searching/sorting on metadata terms. It may be necessary to compromise a purely functional file plan by the inclusion of metadata ""signpost"" folders into the functional folder structure in order to create a hybrid functional file plan.",purpose - the purpose of this paper is to highlight the problems of using metadata to file electronic documents as well as the problems of using a purely functional filing scheme it aims to explore how a functional file plan can be created from a business classification scheme by inserting metadata signpost folders at strategic points in the filing hierarchy to create a hybrid functional file plan design methodology approach - the paper draws on experience and published literature to discuss methods for creating a hybrid functional file plan findings - the paper concludes that functional filing is the only method of filing e-documents that can effectively support good information management practice enabling all e-documents to be managed in line with corporate information management policies and that it may also be the only viable method of providing true shared filing in support of knowledge management and business efficiency originality value - the article shows that a functional filing scheme retrieving cross-referencing and grouping documents by subject or other metadata attributes requires special measures and suggests that current it edrm and related technologies may not fully meet the requirements by searching sorting on metadata terms it may be necessary to compromise a purely functional file plan by the inclusion of metadata signpost folders into the functional folder structure in order to create a hybrid functional file plan,purpose purpose paper highlight problem use metadata file electronic document problem use functional filing scheme aim explore functional file plan create business classification scheme insert metadata signpost folder strategic point filing hierarchy create hybrid functional file plan design methodology approach paper draw experience publish literature discuss method create hybrid functional file plan finding paper conclude functional filing only method file document support good information management practice enable document manage line corporate information management policy only viable method provide true share filing support knowledge management business efficiency originality value article show functional filing scheme retrieve cross referencing group document subject other metadata attribute require special measure suggest current edrm related technology meet requirement search sort metadata term necessary compromise functional file plan inclusion metadata signpost folder functional folder structure order create hybrid functional file plan
Records Management Journal,Fifty years of archives administration in Nigeria: Lessons for the future,Abioye A.,2007,17.0,1,10.1108/09565690710730697,"Purpose - In commemoration of the 50 years of archives administration in Nigeria, the purpose of this paper is to look at the establishment of the National Archives of Nigeria, its expansion and development over the years and its role in coordinating records management in Nigeria. Design/methodology/approach - The paper is based on published literature and documentary evidence from records. Findings - The paper discusses the gains of the past, particularly the high hopes of the 1970s and the expansion and consolidation of the 1980s which rolled into the early 1990s. Notes the decadence of the 1990s and highlights the problems that bedevilled the institutions and archives and records management in the country among which are poor funding, lack of appreciation of the importance of archives, obsolete equipment and high staff turn over. Originality/value - The paper identifies the challenges and sets the agenda for the future.",purpose - in commemoration of the years of archives administration in nigeria the purpose of this paper is to look at the establishment of the national archives of nigeria its expansion and development over the years and its role in coordinating records management in nigeria design methodology approach - the paper is based on published literature and documentary evidence from records findings - the paper discusses the gains of the past particularly the high hopes of the 1970s and the expansion and consolidation of the 1980s which rolled into the early 1990s notes the decadence of the 1990s and highlights the problems that bedevilled the institutions and archives and records management in the country among which are poor funding lack of appreciation of the importance of archives obsolete equipment and high staff turn over originality value - the paper identifies the challenges and sets the agenda for the future,purpose commemoration year archive administration nigeria purpose paper look establishment national archive nigeria expansion development year role coordinate record management nigeria design methodology approach paper base publish literature documentary evidence record finding paper discuss gain past high hope 1970 expansion consolidation 1980 roll early 1990 note decadence 1990 highlight problem bedevil institution archive record management country poor funding lack appreciation importance archive obsolete equipment high staff turn originality value paper identify challenge set agenda future
Records Management Journal,How has the implementation of the UK Freedom of Information Act 2000 affected archives and records management services?,Shepherd E.S.,2007,17.0,1,10.1108/09565690710730688,"Purpose - The purpose of this paper is to consider what the impact of the first six months of the Freedom of Information Act has been on archives and records management services in UK public services. The UK Freedom of Information Act was passed in 2000 and came into full operation on 1 January 2005. It gives people, regardless of nationality, a right to be told whether public bodies hold information and to be provided with that information. Similar legislation exists in over 50 countries including the USA, Canada, Australia and Ireland. Design/methodology/approach - The project undertook interviews with four case study organisations: University College London, the Metropolitan Police, Peterborough City Council and Soham Village College. Using the Department for Constitutional Affairs Model Action Plan, the researchers examined leadership and policy, training and awareness, information and records management, customers and stakeholders and systems and procedures. Findings - The research showed that the four case study organisations coped well with the requests they received in the first six months of 2005. However, the systems would not have been robust enough had request levels been higher. Originality/value - Archives and records management services are a key part of FOI and should take an active role in research to establish best practice.",purpose - the purpose of this paper is to consider what the impact of the first six months of the freedom of information act has been on archives and records management services in uk public services the uk freedom of information act was passed in and came into full operation on january it gives people regardless of nationality a right to be told whether public bodies hold information and to be provided with that information similar legislation exists in over countries including the usa canada australia and ireland design methodology approach - the project undertook interviews with four case study organisations university college london the metropolitan police peterborough city council and soham village college using the department for constitutional affairs model action plan the researchers examined leadership and policy training and awareness information and records management customers and stakeholders and systems and procedures findings - the research showed that the four case study organisations coped well with the requests they received in the first six months of however the systems would not have been robust enough had request levels been higher originality value - archives and records management services are a key part of foi and should take an active role in research to establish best practice,purpose purpose paper consider impact first month freedom information act archive record management service public service freedom information act pass come full operation january give people nationality right tell public body hold information provide information similar legislation exist country include usa canada australia ireland design methodology approach project undertake interview case study organisations university college london metropolitan police peterborough city council soham village college use department constitutional affair model action plan researcher examine leadership policy training awareness information record management customer stakeholder system procedure finding research show case study organisation cope request receive first month system robust request level high originality value archive record management service key part foi take active role research establish good practice
Records Management Journal,Taxonomy development: Assessing the merits of contextual classification,Milne C.,2007,17.0,1,10.1108/09565690710730660,"Purpose The purpose of this paper is to share personal experience on the early stages of taxonomy construction, reflecting on the potential role of contextual classification techniques as applied by the records management profession as a tool in effectively organising information, resources and services within intranet and/or portal environments. The paper also aims to assess the additional benefits to be secured where linking content to business purposes can create or reveal new meaning. Design/methodology/approach The paper draws on experience, personal opinion, published literature and discussions with peers to assess the applicability of contextual classification as a tool to support taxonomy development. Findings The paper concludes that classification of information, resources and services within intranet and/or portal environments using a citation order of function, activity, task, sub-task is likely to be of significant value, requiring further investigation to fully assess impact and applicability. Contextual classification receives much discussion in general records management terms, however its applicability in supporting portal and/or intranet development appears to receive little attention. The requirement to generate improvements in information retrieval from a host of on-line services (of which taxonomy development is one example) is reinvigorating the role of the informational professional. Given the criticality of improving the management and retrieval of information it is desirable that stronger interdisciplinary links are established across the information profession to further develop “information retrieval” as a subject discipline. Originality/value The article suggests that the role of contextual classification to organise information, resources and services within intranets/portals requires further investigation and reflection to assess its applicability, value and impact. Initial findings and reflection of the application of contextual classification in the design of elements of a university portal taxonomy have proven to be successful, suggesting that wider discussion and reflection is now required. It is also suggested that the information profession take steps to build stronger interdisciplinary links to advance the development of information retrieval as a subject discipline. © 2007, Emerald Group Publishing Limited",purpose the purpose of this paper is to share personal experience on the early stages of taxonomy construction reflecting on the potential role of contextual classification techniques as applied by the records management profession as a tool in effectively organising information resources and services within intranet and or portal environments the paper also aims to assess the additional benefits to be secured where linking content to business purposes can create or reveal new meaning design methodology approach the paper draws on experience personal opinion published literature and discussions with peers to assess the applicability of contextual classification as a tool to support taxonomy development findings the paper concludes that classification of information resources and services within intranet and or portal environments using a citation order of function activity task sub-task is likely to be of significant value requiring further investigation to fully assess impact and applicability contextual classification receives much discussion in general records management terms however its applicability in supporting portal and or intranet development appears to receive little attention the requirement to generate improvements in information retrieval from a host of on-line services of which taxonomy development is one example is reinvigorating the role of the informational professional given the criticality of improving the management and retrieval of information it is desirable that stronger interdisciplinary links are established across the information profession to further develop information retrieval as a subject discipline originality value the article suggests that the role of contextual classification to organise information resources and services within intranets portals requires further investigation and reflection to assess its applicability value and impact initial findings and reflection of the application of contextual classification in the design of elements of a university portal taxonomy have proven to be successful suggesting that wider discussion and reflection is now required it is also suggested that the information profession take steps to build stronger interdisciplinary links to advance the development of information retrieval as a subject discipline emerald group publishing limited,purpose purpose paper share personal experience early stage taxonomy construction reflect potential role contextual classification technique apply record management profession tool organise information resource service intranet portal environment paper aim assess additional benefit secure link content business purpose create reveal new meaning design methodology approach paper draw experience personal opinion publish literature discussion peer assess applicability contextual classification tool support taxonomy development finding paper conclude classification information resource service intranet portal environment use citation order function activity task sub task likely significant value require further investigation assess impact applicability contextual classification receive much discussion general record management term applicability support portal intranet development appear receive little attention requirement generate improvement information retrieval host line service taxonomy development example reinvigorate role informational professional give criticality improve management retrieval information desirable strong interdisciplinary link establish information profession develop information retrieval subject discipline originality value article suggest role contextual classification organise information resource service intranet portal require further investigation reflection assess applicability value impact initial finding reflection application contextual classification design element university portal taxonomy prove successful suggest wide discussion reflection require suggest information profession take step build strong interdisciplinary link advance development information retrieval subject discipline emerald group publish limit
Records Management Journal,Organising electronic documents: The user perspective A case study at the European Central Bank,Garrido B.,2008,18.0,3,10.1108/09565690810916438,"Purpose - The purpose of this paper is to explore whether user needs and preferences in organising electronic information are properly identified by records managers when implementing folder structures in electronic document and records management systems (EDRMS). The intention is also to find out to what extent user needs and preferences correspond to records management best practices. Design/methodology/approach - The research was designed as a case study of a specific team at the European Central Bank. In order to look at the user needs and preferences, the research is based on the qualitative analysis of data obtained via semi-structured interviews and direct observation. Findings - The case study shows that users' objectives arevery similar to records management objectives. Moreover, their needs and preferences stem from a number of factors that can be identified and categorised. Research limitations/implications - The research was subject to severe limitations in terms of resources, in particular the time and tools available. Similar studies should be conducted involving diverse teams at different organisations in order to fine-tune the proposed principles and test their general applicability. Further studies could benefit from the use of IT tools to observe user behaviours. Practical implications - Based on the findings, guidance principles are proposed in order to improve user acceptance of folder structures. Originality/value - The paper aims to raise awareness in the records management world of the necessity of prioritising user needs as the best way to achieve records management objectives. Records managers should also work closely with IT experts in the design of EDRMS.",purpose - the purpose of this paper is to explore whether user needs and preferences in organising electronic information are properly identified by records managers when implementing folder structures in electronic document and records management systems edrms the intention is also to find out to what extent user needs and preferences correspond to records management best practices design methodology approach - the research was designed as a case study of a specific team at the european central bank in order to look at the user needs and preferences the research is based on the qualitative analysis of data obtained via semi-structured interviews and direct observation findings - the case study shows that users objectives arevery similar to records management objectives moreover their needs and preferences stem from a number of factors that can be identified and categorised research limitations implications - the research was subject to severe limitations in terms of resources in particular the time and tools available similar studies should be conducted involving diverse teams at different organisations in order to fine-tune the proposed principles and test their general applicability further studies could benefit from the use of it tools to observe user behaviours practical implications - based on the findings guidance principles are proposed in order to improve user acceptance of folder structures originality value - the paper aims to raise awareness in the records management world of the necessity of prioritising user needs as the best way to achieve records management objectives records managers should also work closely with it experts in the design of edrms,purpose purpose paper explore user need preference organise electronic information identify record manager implement folder structure electronic document record management system edrm intention find extent user need preference correspond record management good practice design methodology approach research design case study specific team european central bank order look user need preference research base qualitative analysis datum obtain semi structured interview direct observation finding case study show user objective similar record management objective need preference stem number factor identify categorise research limitation implication research subject severe limitation term resource particular time tool available similar study conduct involve diverse team different organisation order fine tune propose principle test general applicability further study benefit use tool observe user behaviour practical implication base finding guidance principle propose order improve user acceptance folder structure originality value paper aim raise awareness record management world necessity prioritise user need good way achieve record management objective record manager work expert design edrm
Records Management Journal,Appraising the value of statistical records of the European Central Bank for retention scheduling purposes,Arias P.B.,2008,18.0,3,10.1108/09565690810916456,"Purpose - The purpose of this paper is to explore the practice of records retention in relation to statistical records and to provide answers and solutions to the challenge of retention from two perspectives: by offering some recommendations on how to approach the identification of validated retention periods and by presenting findings resulting from the practical use of this recommended approach. Design/methodology/approach - The research presented in this paper was conducted for the final dissertation of the BSc (Hons) Information and Records Management Programme at the University of Northumbria. A Delphi study was used as the method to achieve the research objectives. Findings - While answers to the question of what retention value should be attributed to records vary enormously depending on who is asked, this research shows that the involvement of end-users to gather feedback and attempt to reach a consensus of opinions on retention periods is successful and provides meaningful results, and can also help in gaining end-user support in the subsequent schedule implementation. Practical implications - Successful implementation of a retention schedule is more likely to happen if end-users are involved from the start in the design process and if they understand the benefits of this tool. In this respect, involving end-users in the retention decisions throughout the performance of a Delphi Study has revealed to be very effective and is therefore recommended for attaining similar objectives. Originality/value - The paper presents a validated method for assigningretention values to records that could be applied by practitioners in other organisations. Further information on the resulting retention schedule can be obtained by contacting the author.",purpose - the purpose of this paper is to explore the practice of records retention in relation to statistical records and to provide answers and solutions to the challenge of retention from two perspectives by offering some recommendations on how to approach the identification of validated retention periods and by presenting findings resulting from the practical use of this recommended approach design methodology approach - the research presented in this paper was conducted for the final dissertation of the bsc hons information and records management programme at the university of northumbria a delphi study was used as the method to achieve the research objectives findings - while answers to the question of what retention value should be attributed to records vary enormously depending on who is asked this research shows that the involvement of end-users to gather feedback and attempt to reach a consensus of opinions on retention periods is successful and provides meaningful results and can also help in gaining end-user support in the subsequent schedule implementation practical implications - successful implementation of a retention schedule is more likely to happen if end-users are involved from the start in the design process and if they understand the benefits of this tool in this respect involving end-users in the retention decisions throughout the performance of a delphi study has revealed to be very effective and is therefore recommended for attaining similar objectives originality value - the paper presents a validated method for assigningretention values to records that could be applied by practitioners in other organisations further information on the resulting retention schedule can be obtained by contacting the author,purpose purpose paper explore practice record retention relation statistical record provide answer solution challenge retention perspective offer recommendation approach identification validate retention period present finding result practical use recommend approach design methodology approach research present paper conduct final dissertation bsc hon information record management programme university northumbria delphi study use method achieve research objective finding answer question retention value attribute record vary depend ask research show involvement end user gather feedback attempt reach consensus opinion retention period successful provide meaningful result help gain end user support subsequent schedule implementation practical implication successful implementation retention schedule likely happen end user involve start design process understand benefit tool respect involve end user retention decision performance delphi study reveal effective recommend attain similar objective originality value paper present validate method assigningretention value record apply practitioner other organisation further information result retention schedule obtain contact author
Records Management Journal,Employee attitudes to information sharing: A case study at the European Central Bank,Julibert S.,2008,18.0,3,10.1108/09565690810916447,"Purpose - The purpose of this paper is to explore the perceptions and attitudes of employees towards information sharing as well as the possible reasons behind these attitudes in the specific organizational context of the European Central Bank (ECB). Design/methodology/approach - Data obtained in interviews with seven employees were analyzed using the grounded theory technique of constant comparative analysis. Categories, their sub-categories, attributes and dimensions were used to group data about related concepts and these groupings, and the emerging relations between categories, were linked to theoretical questions regarding the perceptions and attitudes of information sharing amongst ECB employees. Findings - The employees interviewed acknowledged the advantages of information sharing and expressed the need for greater access to information as well as more open communication with colleagues. The fear of disruptive intrusions to the creative process and the influence of personality and national culture on the willingness to share were raised by some interviewees. The participants' perceptions of the organizational support to information sharing and their possible influence on employees' attitudes to share with colleagues also emerged. Research limitations/implications - Validity of findings would benefit from the use of additional data collection methods; observation or the use of focus groups could provide data that would not normally be obtained in the interview setting. Quantitative methods could be used to measure the impact of some of the elements identified. Practical implications - Organizations need to take into account a number of factors that may enhance or inhibit information sharing behaviours. Employees seem to be inclined to adopt information practices that would contribute to improving efficiency but the unambiguous support of the management and the organization to such practices seems to be crucial to their success. Originality/value - The descriptions obtained through the interviews provide a rich picture of different elements, from diverse perspectives, that influence the current information sharing attitudes of employees in the case study organization. This constitutes a first step in the integration of theoretical accounts of information sharing previously studied independently from each other.",purpose - the purpose of this paper is to explore the perceptions and attitudes of employees towards information sharing as well as the possible reasons behind these attitudes in the specific organizational context of the european central bank ecb design methodology approach - data obtained in interviews with seven employees were analyzed using the grounded theory technique of constant comparative analysis categories their sub-categories attributes and dimensions were used to group data about related concepts and these groupings and the emerging relations between categories were linked to theoretical questions regarding the perceptions and attitudes of information sharing amongst ecb employees findings - the employees interviewed acknowledged the advantages of information sharing and expressed the need for greater access to information as well as more open communication with colleagues the fear of disruptive intrusions to the creative process and the influence of personality and national culture on the willingness to share were raised by some interviewees the participants perceptions of the organizational support to information sharing and their possible influence on employees attitudes to share with colleagues also emerged research limitations implications - validity of findings would benefit from the use of additional data collection methods observation or the use of focus groups could provide data that would not normally be obtained in the interview setting quantitative methods could be used to measure the impact of some of the elements identified practical implications - organizations need to take into account a number of factors that may enhance or inhibit information sharing behaviours employees seem to be inclined to adopt information practices that would contribute to improving efficiency but the unambiguous support of the management and the organization to such practices seems to be crucial to their success originality value - the descriptions obtained through the interviews provide a rich picture of different elements from diverse perspectives that influence the current information sharing attitudes of employees in the case study organization this constitutes a first step in the integration of theoretical accounts of information sharing previously studied independently from each other,purpose purpose paper explore perception attitude employee information sharing possible reason attitude specific organizational context european central bank ecb design methodology approach datum obtain interview employee analyze use ground theory technique constant comparative analysis category sub category attribute dimension use group datum related concept grouping emerge relation category link theoretical question regard perception attitude information share ecb employee finding employee interview acknowledge advantage information sharing express need great access information open communication colleague fear disruptive intrusion creative process influence personality national culture willingness share raise interviewee participant perception organizational support information sharing possible influence employee attitude share colleague emerge research limitation implication validity finding benefit use additional datum collection method observation use focus group provide datum obtain interview set quantitative method use measure impact element identify practical implication organization need take account number factor enhance inhibit information share behaviour employee seem inclined adopt information practice contribute improve efficiency unambiguous support management organization such practice seem crucial success originality value description obtain interview provide rich picture different element diverse perspective influence current information share attitude employee case study organization constitute first step integration theoretical account information share study other
Records Management Journal,An examination of the impact of records on the value of artworks,Fritzke L.,2008,18.0,3,10.1108/09565690810916465,"Purpose - The purpose of this paper is to discuss the role and type of records required to support the financial value of artworks and the importance of records for accountability. It looks at the impact of records of provenance, authenticity and investment value and it identifies the impact of the presence, absence and quality of supporting records on the value of an artwork. Design/methodology/approach - Assessing records and their impact on the value of artworks involves investigating whether an artwork without records of authenticity, provenance and investment has the same value as one with such records. It also involves examining how records that provide evidence of an artwork's financial value (prices, auctions, transactions, condition reports, etc.) affect the value of the artwork. What is the impact of records on the value of an artwork? Research was conducted starting with a review of the literature and a small survey of experts. Findings - The results suggest that art records are increasingly important with regard to ownership disputes, insurance claims, accountability for public spending, risk reduction and investment value. Records of provenance, investment and authenticity clearly support the value of artworks, yet the research highlighted a lack of awareness amongst experts about the importance of authenticity. Higher standards, record-keeping, regular reviews of the artwork and the market and continuous improvements are required to maintain accountability and the value of a collection. Recommendations include regular updates of records, the keeping of records on rights, proof of ownership and long-term retention. Practical implications - Further research would be required to clarify whether comparison methods are adequate for the price formation of artworks, to ascertain which records would be required and to establish recognised standards for the content of records. The findings raised awareness of the need for information on the creation of artworks. Originality/value - The paper concludes by emphasising that it is essential to obtain records for a collection and to keep them secure and updated. It proposes that good record-keeping reduces risks, improves transparency, supports the value attained and increases in importance as the financial value of art climbs. Many sources and types of record are necessary to support the value of an artwork, especially records of provenance, investment value and authenticity. An artwork with quality records in these categories has higher financial value.",purpose - the purpose of this paper is to discuss the role and type of records required to support the financial value of artworks and the importance of records for accountability it looks at the impact of records of provenance authenticity and investment value and it identifies the impact of the presence absence and quality of supporting records on the value of an artwork design methodology approach - assessing records and their impact on the value of artworks involves investigating whether an artwork without records of authenticity provenance and investment has the same value as one with such records it also involves examining how records that provide evidence of an artwork s financial value prices auctions transactions condition reports etc affect the value of the artwork what is the impact of records on the value of an artwork research was conducted starting with a review of the literature and a small survey of experts findings - the results suggest that art records are increasingly important with regard to ownership disputes insurance claims accountability for public spending risk reduction and investment value records of provenance investment and authenticity clearly support the value of artworks yet the research highlighted a lack of awareness amongst experts about the importance of authenticity higher standards record-keeping regular reviews of the artwork and the market and continuous improvements are required to maintain accountability and the value of a collection recommendations include regular updates of records the keeping of records on rights proof of ownership and long-term retention practical implications - further research would be required to clarify whether comparison methods are adequate for the price formation of artworks to ascertain which records would be required and to establish recognised standards for the content of records the findings raised awareness of the need for information on the creation of artworks originality value - the paper concludes by emphasising that it is essential to obtain records for a collection and to keep them secure and updated it proposes that good record-keeping reduces risks improves transparency supports the value attained and increases in importance as the financial value of art climbs many sources and types of record are necessary to support the value of an artwork especially records of provenance investment value and authenticity an artwork with quality records in these categories has higher financial value,purpose purpose paper discuss role type record require support financial value artwork importance record accountability look impact record provenance authenticity investment value identify impact presence absence quality support record value artwork design methodology approach assess record impact value artwork involve investigate artwork record authenticity provenance investment have same value such record involve examine record provide evidence artwork financial value price auction transaction condition report affect value artwork impact record value artwork research conduct start review literature small survey expert finding result suggest art record important regard ownership dispute insurance claim accountability public spending risk reduction investment value record provenance investment authenticity support value artwork research highlight lack awareness expert importance authenticity high standard record keep regular review artwork market continuous improvement require maintain accountability value collection recommendation include regular update record keeping record right proof ownership long term retention practical implication furth research require clarify comparison method adequate price formation artwork ascertain record require establish recognise standard content record finding raise awareness need information creation artwork originality value paper conclude emphasise essential obtain record collection keep secure update propose good record keeping reduce risk improve transparency support value attain increase importance financial value art climb many source type record necessary support value artwork record provenance investment value authenticity artwork quality record category have high financial value
Records Management Journal,A balancing act: Learning lessons and adapting approaches whilst rolling out an EDRMS,Di Biagio M.,2008,18.0,3,10.1108/09565690810916429,"Purpose - The purpose of this paper is to analyse and share the experience of implementing an electronic document and records management system (EDRMS) by identifying what went well and what could be done better. Design/methodology/approach - In the implementation of an EDRMS, the European Central Bank has opted to place the role of records managers prominently between technology and business needs to ensure that the preservation of institutional memory is the centre-piece of its information policy. Findings - The acceptance to improve and the flexibility to introduce corrective measures during the deployment of an EDRMS keeps the aim in sight whilst improving the quality of records management delivery. Practical implications - The ups and downs of roll-outs provide valuable lessons and opportunities to introduce corrective measures to keep EDRM projects on track and generate awareness of the balancing act that exists between technology and people. Originality/value - This paper reveals practical experiences encountered during the roll-out of an EDRMS and aims to highlight the aspects that records professionals can identify as potential sources for success, failure or a combination of both.",purpose - the purpose of this paper is to analyse and share the experience of implementing an electronic document and records management system edrms by identifying what went well and what could be done better design methodology approach - in the implementation of an edrms the european central bank has opted to place the role of records managers prominently between technology and business needs to ensure that the preservation of institutional memory is the centre-piece of its information policy findings - the acceptance to improve and the flexibility to introduce corrective measures during the deployment of an edrms keeps the aim in sight whilst improving the quality of records management delivery practical implications - the ups and downs of roll-outs provide valuable lessons and opportunities to introduce corrective measures to keep edrm projects on track and generate awareness of the balancing act that exists between technology and people originality value - this paper reveals practical experiences encountered during the roll-out of an edrms and aims to highlight the aspects that records professionals can identify as potential sources for success failure or a combination of both,purpose purpose paper analyse share experience implement electronic document record management system edrm identify well design methodology approach implementation edrm european central bank opt place role record manager technology business need ensure preservation institutional memory centre piece information policy finding acceptance improve flexibility introduce corrective measure deployment edrm keep aim sight improve quality record management delivery practical implication down roll out provide valuable lesson opportunity introduce corrective measure keep edrm project track generate awareness balancing act exist technology people originality value paper reveal practical experience encounter roll out edrm aim highlight aspect record professional identify potential source success failure combination
Records Management Journal,The development of records management at the European Central Bank,Orr S.,2008,18.0,3,10.1108/09565690810916410,"Purpose The purpose of this paper is to provide background to the other papers in this issue of the Records Management Journal. Design/methodology/approach The information in this paper is based on the author's own experience and discussions with colleagues with direct experience of the events described. Findings The European Central Bank's approach to building capacity in records management, by appointing in-house staff and investing in professional training and qualifications and fully integrating records management and archives management, is an approach that has been shown to work and deliver benefits. Originality/value The paper provides a description of an approach to developing a fully integrated records and archives management service. © 2008, Emerald Group Publishing Limited",purpose the purpose of this paper is to provide background to the other papers in this issue of the records management journal design methodology approach the information in this paper is based on the author s own experience and discussions with colleagues with direct experience of the events described findings the european central bank s approach to building capacity in records management by appointing in-house staff and investing in professional training and qualifications and fully integrating records management and archives management is an approach that has been shown to work and deliver benefits originality value the paper provides a description of an approach to developing a fully integrated records and archives management service emerald group publishing limited,purpose purpose paper provide background other paper issue records management journal design methodology approach information paper base author own experience discussion colleague direct experience event describe finding european central bank approach building capacity record management appoint house staff invest professional training qualification integrate record management archive management approach show work deliver benefit originality value paper provide description approach develop integrate record archive management service emerald group publish limit
