word,total_freq,doc_freq,doc_ratio,AS_freq,AR_freq,RMJ_freq,AA_freq
decontextualization,1,1,0.1,0,1,0,0
consid,1,1,0.1,0,1,0,0
eration,1,1,0.1,0,1,0,0
vhs,1,1,0.1,0,1,0,0
retire,1,1,0.1,0,1,0,0
baby,1,1,0.1,0,1,0,0
boomer,1,1,0.1,0,1,0,0
autoethnography,1,1,0.1,0,1,0,0
cull,1,1,0.1,0,1,0,0
deprivatize,1,1,0.1,0,1,0,0
round,1,1,0.1,0,1,0,0
kitchen,1,1,0.1,0,1,0,0
pet,1,1,0.1,0,1,0,0
pmi,1,1,0.1,0,1,0,0
fertile,1,1,0.1,0,1,0,0
forbid,1,1,0.1,0,1,0,0
impensé,1,1,0.1,0,1,0,0
unintentional,1,1,0.1,0,1,0,0
inconceivability,1,1,0.1,0,1,0,0
immortalize,1,1,0.1,0,1,0,0
serial,1,1,0.1,0,1,0,0
killer,1,1,0.1,0,1,0,0
bernardo,1,1,0.1,0,1,0,0
karla,1,1,0.1,0,1,0,0
homolka,1,1,0.1,0,1,0,0
storing,1,1,0.1,0,1,0,0
admini,1,1,0.1,0,1,0,0
trative,1,1,0.1,0,1,0,0
activator,1,1,0.1,0,1,0,0
realiza,1,1,0.1,0,1,0,0
transracial,1,1,0.1,0,1,0,0
adoptee,1,1,0.1,0,1,0,0
unanswerable,1,1,0.1,0,1,0,0
interi,1,1,0.1,0,1,0,0
ervation,1,1,0.1,0,1,0,0
archiv,1,1,0.1,0,1,0,0
ist,1,1,0.1,0,1,0,0
specie,1,1,0.1,0,1,0,0
problematization,1,1,0.1,0,1,0,0
multispecies,1,1,0.1,0,1,0,0
physiology,1,1,0.1,0,1,0,0
visibilize,1,1,0.1,0,1,0,0
anthropomorphism,1,1,0.1,0,1,0,0
-relate,1,1,0.1,0,1,0,0
hiv,1,1,0.1,0,1,0,0
epidemic,1,1,0.1,0,1,0,0
steep,1,1,0.1,0,1,0,0
atom,1,1,0.1,0,1,0,0
mennonite,1,1,0.1,0,1,0,0
comportment,1,1,0.1,0,1,0,0
overperforming,1,1,0.1,0,1,0,0
discriminatory,1,1,0.1,0,1,0,0
worthiness,1,1,0.1,0,1,0,0
semiautomate,1,1,0.1,0,1,0,0
ctasc,1,1,0.1,0,1,0,0
yul,1,1,0.1,0,1,0,0
mariposa,1,1,0.1,0,1,0,0
programmable,1,1,0.1,0,1,0,0
unmediated,1,1,0.1,0,1,0,0
althusserian,1,1,0.1,0,1,0,0
interpellation,1,1,0.1,0,1,0,0
artoronto,1,1,0.1,0,1,0,0
docu,1,1,0.1,0,1,0,0
mente,1,1,0.1,0,1,0,0
empha,1,1,0.1,0,1,0,0
perplexing,1,1,0.1,0,1,0,0
yukon,1,1,0.1,0,1,0,0
inence,1,1,0.1,0,1,0,0
insti,1,1,0.1,0,1,0,0
tution,1,1,0.1,0,1,0,0
neoliberalism,1,1,0.1,0,1,0,0
powerlessness,1,1,0.1,0,1,0,0
jacque,1,1,0.1,0,1,0,0
irvine,1,1,0.1,0,1,0,0
starchive,1,1,0.1,0,1,0,0
inevitability,1,1,0.1,0,1,0,0
labourer,1,1,0.1,0,1,0,0
unhappiness,1,1,0.1,0,1,0,0
rarifie,1,1,0.1,0,1,0,0
rationalization,1,1,0.1,0,1,0,0
pollination,1,1,0.1,0,1,0,0
symmetry,1,1,0.1,0,1,0,0
cinematic,1,1,0.1,0,1,0,0
finitude,1,1,0.1,0,1,0,0
irruption,1,1,0.1,0,1,0,0
contrivance,1,1,0.1,0,1,0,0
tamarin,1,1,0.1,0,1,0,0
norwood,1,1,0.1,0,1,0,0
asianness,1,1,0.1,0,1,0,0
queerness,1,1,0.1,0,1,0,0
rawson,1,1,0.1,0,1,0,0
misrepresentation,1,1,0.1,0,1,0,0
heteronormativity,1,1,0.1,0,1,0,0
cisgender,1,1,0.1,0,1,0,0
misogyny,1,1,0.1,0,1,0,0
incursion,1,1,0.1,0,1,0,0
ash,1,1,0.1,0,1,0,0
culmination,1,1,0.1,0,1,0,0
epistemicide,1,1,0.1,0,1,0,0
massified,1,1,0.1,0,1,0,0
glean,1,1,0.1,0,1,0,0
algonquin,1,1,0.1,0,1,0,0
providence,1,1,0.1,0,1,0,0
rhode,1,1,0.1,0,1,0,0
roussain,1,1,0.1,0,1,0,0
ineffectiveness,1,1,0.1,0,1,0,0
scaffold,1,1,0.1,0,1,0,0
emmanuel,1,1,0.1,0,1,0,0
announce,1,1,0.1,0,1,0,0
announcement,1,1,0.1,0,1,0,0
disappearing,1,1,0.1,0,1,0,0
wound,1,1,0.1,0,1,0,0
talking,1,1,0.1,0,1,0,0
left,1,1,0.1,0,1,0,0
solicitor,1,1,0.1,0,1,0,0
scarcity,1,1,0.1,0,1,0,0
unende,1,1,0.1,0,1,0,0
trumps,1,1,0.1,0,1,0,0
unchallenged,1,1,0.1,0,1,0,0
delegitimize,1,1,0.1,0,1,0,0
kwakwaka,1,1,0.1,0,1,0,0
wakw,1,1,0.1,0,1,0,0
hunt,1,1,0.1,0,1,0,0
franz,1,1,0.1,0,1,0,0
boas,1,1,0.1,0,1,0,0
totemic,1,1,0.1,0,1,0,0
schoolleaver,1,1,0.1,0,0,1,0
shortened,1,1,0.1,0,0,1,0
lisbon,1,1,0.1,0,0,1,0
mega,1,1,0.1,0,0,1,0
super,1,1,0.1,0,0,1,0
corridor,1,1,0.1,0,0,1,0
sexy,1,1,0.1,0,0,1,0
datamart,1,1,0.1,0,0,1,0
accustomed,1,1,0.1,0,0,1,0
tidying,1,1,0.1,0,0,1,0
complain,1,1,0.1,0,0,1,0
affordability,1,1,0.1,0,0,1,0
computerised,1,1,0.1,0,0,1,0
fault,1,1,0.1,0,0,1,0
factuality,1,1,0.1,0,0,1,0
hedstrom,1,1,0.1,0,0,1,0
kandur,1,1,0.1,0,0,1,0
contravene,1,1,0.1,0,0,1,0
interchange,1,1,0.1,0,0,1,0
ida,1,1,0.1,0,0,1,0
iso-,1,1,0.1,0,0,1,0
unmissable,1,1,0.1,0,0,1,0
fledge,1,1,0.1,0,0,1,0
communitys,1,1,0.1,0,0,1,0
undermanaged,1,1,0.1,0,0,1,0
localise,1,1,0.1,0,0,1,0
chaotic,1,1,0.1,0,0,1,0
flout,1,1,0.1,0,0,1,0
imperfection,1,1,0.1,0,0,1,0
-compliant,1,1,0.1,0,0,1,0
portable,1,1,0.1,0,0,1,0
2nd,1,1,0.1,0,0,1,0
handed,1,1,0.1,0,0,1,0
internationalisation,1,1,0.1,0,0,1,0
elgar,1,1,0.1,0,0,1,0
honorary,1,1,0.1,0,0,1,0
unfunded,1,1,0.1,0,0,1,0
bbc,1,1,0.1,0,0,1,0
erratic,1,1,0.1,0,0,1,0
electric,1,1,0.1,0,0,1,0
eradicate,1,1,0.1,0,0,1,0
unremarked,1,1,0.1,0,0,1,0
adaptable,1,1,0.1,0,0,1,0
desirability,1,1,0.1,0,0,1,0
pupil,1,1,0.1,0,0,1,0
sunny,1,1,0.1,0,0,1,0
somerset,1,1,0.1,0,0,1,0
sumerian,1,1,0.1,0,0,1,0
invent,1,1,0.1,0,0,1,0
accidental,1,1,0.1,0,0,1,0
eradication,1,1,0.1,0,0,1,0
approximation,1,1,0.1,0,0,1,0
shareholder,1,1,0.1,0,0,1,0
critically,1,1,0.1,0,0,1,0
dividend,1,1,0.1,0,0,1,0
ogc,1,1,0.1,0,0,1,0
findingsh,1,1,0.1,0,0,1,0
unfriendly,1,1,0.1,0,0,1,0
edrms,1,1,0.1,0,0,1,0
implementations,1,1,0.1,0,0,1,0
prince,1,1,0.1,0,0,1,0
investor,1,1,0.1,0,0,1,0
happening,1,1,0.1,0,0,1,0
backing,1,1,0.1,0,0,1,0
plenty,1,1,0.1,0,0,1,0
allen,1,1,0.1,0,0,1,0
earshot,1,1,0.1,0,0,1,0
directorate,1,1,0.1,0,0,1,0
transversal,1,1,0.1,0,0,1,0
counting,1,1,0.1,0,0,1,0
onus,1,1,0.1,0,0,1,0
disseminating,1,1,0.1,0,0,1,0
ims,1,1,0.1,0,0,1,0
syntegrity,1,1,0.1,0,0,1,0
ssda,1,1,0.1,0,0,1,0
julie,1,1,0.1,0,0,1,0
mcleod,1,1,0.1,0,0,1,0
catherine,1,1,0.1,0,0,1,0
pproach,1,1,0.1,0,0,1,0
negate,1,1,0.1,0,0,1,0
oxymoron,1,1,0.1,0,0,1,0
strew,1,1,0.1,0,0,1,0
buying,1,1,0.1,0,0,1,0
messager,1,1,0.1,0,0,1,0
acpo,1,1,0.1,0,0,1,0
delegation,1,1,0.1,0,0,1,0
lotus,1,1,0.1,0,0,1,0
agement,1,1,0.1,0,0,1,0
evening,1,1,0.1,0,0,1,0
soubise,1,1,0.1,0,0,1,0
defect,1,1,0.1,0,0,1,0
revolutionise,1,1,0.1,0,0,1,0
hasthe,1,1,0.1,0,0,1,0
adaptability,1,1,0.1,0,0,1,0
decontextualised,1,1,0.1,0,0,1,0
decouple,1,1,0.1,0,0,1,0
disembodied,1,1,0.1,0,0,1,0
plansas,1,1,0.1,0,0,1,0
inconsidere,1,1,0.1,0,0,1,0
atexamine,1,1,0.1,0,0,1,0
dirty,1,1,0.1,0,0,1,0
conformist,1,1,0.1,0,0,1,0
theological,1,1,0.1,0,0,1,0
married,1,1,0.1,0,0,1,0
attainment,1,1,0.1,0,0,1,0
decadence,1,1,0.1,0,0,1,0
bedevil,1,1,0.1,0,0,1,0
organisations,1,1,0.1,0,0,1,0
peterborough,1,1,0.1,0,0,1,0
soham,1,1,0.1,0,0,1,0
reinvigorate,1,1,0.1,0,0,1,0
tune,1,1,0.1,0,0,1,0
bsc,1,1,0.1,0,0,1,0
hon,1,1,0.1,0,0,1,0
assigningretention,1,1,0.1,0,0,1,0
intrusion,1,1,0.1,0,0,1,0
furth,1,1,0.1,0,0,1,0
climb,1,1,0.1,0,0,1,0
museums,1,1,0.1,0,0,1,0
learnt,1,1,0.1,0,0,1,0
operator,1,1,0.1,0,0,1,0
punjabi,1,1,0.1,0,0,1,0
pakistani,1,1,0.1,0,0,1,0
estimation,1,1,0.1,0,0,1,0
eastbourne,1,1,0.1,0,0,1,0
ingrain,1,1,0.1,0,0,1,0
sine,1,1,0.1,0,0,1,0
staffordshire,1,1,0.1,0,0,1,0
superimpose,1,1,0.1,0,0,1,0
overlay,1,1,0.1,0,0,1,0
scrutinise,1,1,0.1,0,0,1,0
bafia,1,1,0.1,0,0,1,0
offense,1,1,0.1,0,0,1,0
sterling,1,1,0.1,0,0,1,0
marital,1,1,0.1,0,0,1,0
putrajaya,1,1,0.1,0,0,1,0
mampu,1,1,0.1,0,0,1,0
nam,1,1,0.1,0,0,1,0
alarm,1,1,0.1,0,0,1,0
lesotho,1,1,0.1,0,0,1,0
swaziland,1,1,0.1,0,0,1,0
zanzibar,1,1,0.1,0,0,1,0
roh,1,1,0.1,0,0,1,0
moo,1,1,0.1,0,0,1,0
hyun,1,1,0.1,0,0,1,0
prma,1,1,0.1,0,0,1,0
pra,1,1,0.1,0,0,1,0
authenticated,1,1,0.1,0,0,1,0
overregulation,1,1,0.1,0,0,1,0
collation,1,1,0.1,0,0,1,0
ebay,1,1,0.1,0,0,1,0
daunt,1,1,0.1,0,0,1,0
intimidate,1,1,0.1,0,0,1,0
offsite,1,1,0.1,0,0,1,0
worldwide,1,1,0.1,0,0,1,0
measurable,1,1,0.1,0,0,1,0
vice,1,1,0.1,0,0,1,0
substitute,1,1,0.1,0,0,1,0
obtrusive,1,1,0.1,0,0,1,0
proficient,1,1,0.1,0,0,1,0
erms,1,1,0.1,0,0,1,0
stagnation,1,1,0.1,0,0,1,0
fortune,1,1,0.1,0,0,1,0
invalidate,1,1,0.1,0,0,1,0
commencement,1,1,0.1,0,0,1,0
tide,1,1,0.1,0,0,1,0
nsw,1,1,0.1,0,0,1,0
juncture,1,1,0.1,0,0,1,0
consumer,1,1,0.1,0,0,1,0
portend,1,1,0.1,0,0,1,0
internationalising,1,1,0.1,0,0,1,0
minimised,1,1,0.1,0,0,1,0
commemorative,1,1,0.1,0,0,1,0
supportive,1,1,0.1,0,0,1,0
mckemmish,1,1,0.1,0,0,1,0
reprint,1,1,0.1,0,0,1,0
lasting,1,1,0.1,0,0,1,0
practioner,1,1,0.1,0,0,1,0
developments,1,1,0.1,0,0,1,0
dissaude,1,1,0.1,0,0,1,0
horizon,1,1,0.1,0,0,1,0
observational,1,1,0.1,0,0,1,0
hypothesise,1,1,0.1,0,0,1,0
parliamentary,1,1,0.1,0,0,1,0
titular,1,1,0.1,0,0,1,0
echelon,1,1,0.1,0,0,1,0
blair,1,1,0.1,0,0,1,0
gou,1,1,0.1,0,0,1,0
ritd,1,1,0.1,0,0,1,0
observable,1,1,0.1,0,0,1,0
harmonizing,1,1,0.1,0,0,1,0
dispensation,1,1,0.1,0,0,1,0
reocrd,1,1,0.1,0,0,1,0
occurrent,1,1,0.1,0,0,1,0
waive,1,1,0.1,0,0,1,0
citable,1,1,0.1,0,0,1,0
infonet,1,1,0.1,0,0,1,0
demonstrable,1,1,0.1,0,0,1,0
rmj,1,1,0.1,0,0,1,0
14th,1,1,0.1,0,0,1,0
dalai,1,1,0.1,0,0,1,0
lama,1,1,0.1,0,0,1,0
judgements,1,1,0.1,0,0,1,0
fortify,1,1,0.1,0,0,1,0
precondition,1,1,0.1,0,0,1,0
jeopardize,1,1,0.1,0,0,1,0
professionals,1,1,0.1,0,0,1,0
more2010,1,1,0.1,0,0,1,0
predominance,1,1,0.1,0,0,1,0
averse,1,1,0.1,0,0,1,0
unclassified,1,1,0.1,0,0,1,0
individualistic,1,1,0.1,0,0,1,0
maximize,1,1,0.1,0,0,1,0
abroad,1,1,0.1,0,0,1,0
unitary,1,1,0.1,0,0,1,0
-agency,1,1,0.1,0,0,1,0
transactionality,1,1,0.1,0,0,1,0
reconceptualisation,1,1,0.1,0,0,1,0
disconnection,1,1,0.1,0,0,1,0
plough,1,1,0.1,0,0,1,0
licentiate,1,1,0.1,0,0,1,0
immature,1,1,0.1,0,0,1,0
setup,1,1,0.1,0,0,1,0
motto,1,1,0.1,0,0,1,0
orchestrated,1,1,0.1,0,0,1,0
reorganisation,1,1,0.1,0,0,1,0
twofold,1,1,0.1,0,0,1,0
reintegrate,1,1,0.1,0,0,1,0
seal,1,1,0.1,0,0,1,0
synthesise,1,1,0.1,0,0,1,0
minded,1,1,0.1,0,0,1,0
beset,1,1,0.1,0,0,1,0
breaking,1,1,0.1,0,0,1,0
symbiotic,1,1,0.1,0,0,1,0
must,1,1,0.1,0,0,1,0
wilder,1,1,0.1,0,0,1,0
burundi,1,1,0.1,0,0,1,0
curry,1,1,0.1,0,0,1,0
removable,1,1,0.1,0,0,1,0
loop,1,1,0.1,0,0,1,0
randomness,1,1,0.1,0,0,1,0
registering,1,1,0.1,0,0,1,0
unpredictability,1,1,0.1,0,0,1,0
imminent,1,1,0.1,0,0,1,0
authorised,1,1,0.1,0,0,1,0
predictability,1,1,0.1,0,0,1,0
unauthorised,1,1,0.1,0,0,1,0
tenth,1,1,0.1,0,0,1,0
tunnel,1,1,0.1,0,0,1,0
dtso,1,1,0.1,0,0,1,0
fisherman,1,1,0.1,0,0,1,0
bend,1,1,0.1,0,0,1,0
70th,1,1,0.1,0,0,1,0
aeronautical,1,1,0.1,0,0,1,0
resonate,1,1,0.1,0,0,1,0
ofvatool,1,1,0.1,0,0,1,0
datumfor,1,1,0.1,0,0,1,0
tailoredrdmskill,1,1,0.1,0,0,1,0
mathematic,1,1,0.1,0,0,1,0
anonymisation,1,1,0.1,0,0,1,0
girona,1,1,0.1,0,0,1,0
catalonia,1,1,0.1,0,0,1,0
itrust,1,1,0.1,0,0,1,0
fictitious,1,1,0.1,0,0,1,0
aquantitative,1,1,0.1,0,0,1,0
opendata,1,1,0.1,0,0,1,0
user-,1,1,0.1,0,0,1,0
extraterritoriality,1,1,0.1,0,0,1,0
anticipatory,1,1,0.1,0,0,1,0
reactive,1,1,0.1,0,0,1,0
questionarie,1,1,0.1,0,0,1,0
policeman,1,1,0.1,0,0,1,0
travesty,1,1,0.1,0,0,1,0
magistrate,1,1,0.1,0,0,1,0
appertain,1,1,0.1,0,0,1,0
-month,1,1,0.1,0,0,1,0
disparity,1,1,0.1,0,0,1,0
automaticity,1,1,0.1,0,0,1,0
incoherence,1,1,0.1,0,0,1,0
correctness,1,1,0.1,0,0,1,0
angle,1,1,0.1,0,0,1,0
operability,1,1,0.1,0,0,1,0
questionable,1,1,0.1,0,0,1,0
sectorrecord,1,1,0.1,0,0,1,0
publicadministration,1,1,0.1,0,0,1,0
institutionalreport,1,1,0.1,0,0,1,0
hasremaine,1,1,0.1,0,0,1,0
unstructuredrecord,1,1,0.1,0,0,1,0
injection,1,1,0.1,0,0,1,0
therecord,1,1,0.1,0,0,1,0
wasestablishe,1,1,0.1,0,0,1,0
omnibus,1,1,0.1,0,0,1,0
trainedand,1,1,0.1,0,0,1,0
neededregulation,1,1,0.1,0,0,1,0
adequatefunding,1,1,0.1,0,0,1,0
andproductivity,1,1,0.1,0,0,1,0
verylittle,1,1,0.1,0,0,1,0
productivityin,1,1,0.1,0,0,1,0
besustaine,1,1,0.1,0,0,1,0
degreeof,1,1,0.1,0,0,1,0
precedence,1,1,0.1,0,0,1,0
theevidential,1,1,0.1,0,0,1,0
unidentified,1,1,0.1,0,0,1,0
interrelation,1,1,0.1,0,0,1,0
dryden,1,1,0.1,0,0,1,0
millar,1,1,0.1,0,0,1,0
resume,1,1,0.1,0,0,1,0
wenxian,1,1,0.1,0,0,1,0
bianwei,1,1,0.1,0,0,1,0
jianbian,1,1,0.1,0,0,1,0
preston,1,1,0.1,0,0,1,0
qualités,1,1,0.1,0,0,1,0
électronique,1,1,0.1,0,0,1,0
wallis,1,1,0.1,0,0,1,0
thank,1,1,0.1,0,0,1,0
decisionmaking,1,1,0.1,0,0,1,0
defendable,1,1,0.1,0,0,1,0
measuring,1,1,0.1,0,0,1,0
eliminable,1,1,0.1,0,0,1,0
meticulous,1,1,0.1,0,0,1,0
developed,1,1,0.1,0,0,1,0
sanctity,1,1,0.1,0,0,1,0
korle,1,1,0.1,0,0,1,0
exiting,1,1,0.1,0,0,1,0
maiden,1,1,0.1,0,0,1,0
otis,1,1,0.1,0,0,1,0
elevator,1,1,0.1,0,0,1,0
monopoly,1,1,0.1,0,0,1,0
overstate,1,1,0.1,0,0,1,0
taxpayer,1,1,0.1,0,0,1,0
elephant,1,1,0.1,0,0,1,0
utaut,1,1,0.1,0,0,1,0
secretive,1,1,0.1,0,0,1,0
regulating,1,1,0.1,0,0,1,0
ppda,1,1,0.1,0,0,1,0
trivial,1,1,0.1,0,0,1,0
northeastern,1,1,0.1,0,0,1,0
expedite,1,1,0.1,0,0,1,0
inbox,1,1,0.1,0,0,1,0
forward,1,1,0.1,0,0,1,0
likert,1,1,0.1,0,0,1,0
vintage,1,1,0.1,0,0,1,0
unskilled,1,1,0.1,0,0,1,0
affiliated,1,1,0.1,0,0,1,0
mailboxe,1,1,0.1,0,0,1,0
sender,1,1,0.1,0,0,1,0
receiver,1,1,0.1,0,0,1,0
forwarding,1,1,0.1,0,0,1,0
flag,1,1,0.1,0,0,1,0
discriminating,1,1,0.1,0,0,1,0
svm,1,1,0.1,0,0,1,0
depositor,1,1,0.1,0,0,1,0
generalisability,1,1,0.1,0,0,1,0
individuate,1,1,0.1,0,0,1,0
gaming,1,1,0.1,0,0,1,0
oclc,1,1,0.1,0,0,1,0
-question,1,1,0.1,0,0,1,0
ethnomethodology,1,1,0.1,0,0,1,0
foci,1,1,0.1,0,0,1,0
agitation,1,1,0.1,0,0,1,0
hydra,1,1,0.1,0,0,1,0
implantation,1,1,0.1,0,0,1,0
fun,1,1,0.1,0,0,1,0
iss,1,1,0.1,0,0,1,0
södertörn,1,1,0.1,0,0,1,0
stringent,1,1,0.1,0,0,1,0
woe,1,1,0.1,0,0,1,0
naads,1,1,0.1,0,0,1,0
sensitize,1,1,0.1,0,0,1,0
compositional,1,1,0.1,0,0,1,0
engelhardt,1,1,0.1,0,0,1,0
rendering,1,1,0.1,0,0,1,0
hyperconnectivity,1,1,0.1,0,0,1,0
storyboard,1,1,0.1,0,0,1,0
hector,1,1,0.1,0,0,1,0
encouraged,1,1,0.1,0,0,1,0
rousseau,1,1,0.1,0,0,1,0
miscellaneous,1,1,0.1,0,0,1,0
connected,1,1,0.1,0,0,1,0
egovernment,1,1,0.1,0,0,1,0
incommensurate,1,1,0.1,0,0,1,0
instantiation,1,1,0.1,0,0,1,0
ashanti,1,1,0.1,0,0,1,0
physician,1,1,0.1,0,0,1,0
anonymised,1,1,0.1,0,0,1,0
misplaced,1,1,0.1,0,0,1,0
bandwidth,1,1,0.1,0,0,1,0
avoidance,1,1,0.1,0,0,1,0
une,1,1,0.1,0,0,1,0
abnt,1,1,0.1,0,0,1,0
aenor,1,1,0.1,0,0,1,0
elaboration,1,1,0.1,0,0,1,0
studied,1,1,0.1,0,0,1,0
unconventional,1,1,0.1,0,0,1,0
predicate,1,1,0.1,0,0,1,0
unpreparedness,1,1,0.1,0,0,1,0
orientate,1,1,0.1,0,0,1,0
tone,1,1,0.1,0,0,1,0
incapacity,1,1,0.1,0,0,1,0
dar,1,1,0.1,0,0,1,0
salaam,1,1,0.1,0,0,1,0
ﬁnding,1,1,0.1,0,0,1,0
running,1,1,0.1,0,0,1,0
hindrance,1,1,0.1,0,0,1,0
wheat,1,1,0.1,0,0,1,0
chaff,1,1,0.1,0,0,1,0
authorisation,1,1,0.1,0,0,1,0
lamentable,1,1,0.1,0,0,1,0
mercy,1,1,0.1,0,0,1,0
diligence,1,1,0.1,0,0,1,0
unavoidable,1,1,0.1,0,0,1,0
predicament,1,1,0.1,0,0,1,0
reuter,1,1,0.1,0,0,1,0
esrabica,1,1,0.1,0,0,1,0
integrative,1,1,0.1,0,0,1,0
kwazulu,1,1,0.1,0,0,1,0
natal,1,1,0.1,0,0,1,0
fugitive,1,1,0.1,0,0,1,0
pietermaritzburg,1,1,0.1,0,0,1,0
plight,1,1,0.1,0,0,1,0
hong,1,1,0.1,0,0,1,0
kong,1,1,0.1,0,0,1,0
receptive,1,1,0.1,0,0,1,0
unaware,1,1,0.1,0,0,1,0
compliance-,1,1,0.1,0,0,1,0
gold,1,1,0.1,0,0,1,0
pickard,1,1,0.1,0,0,1,0
snow,1,1,0.1,0,0,1,0
bowling,1,1,0.1,0,0,1,0
resourceful,1,1,0.1,0,0,1,0
corporatisation,1,1,0.1,0,0,1,0
gweru,1,1,0.1,0,0,1,0
midland,1,1,0.1,0,0,1,0
disregarded,1,1,0.1,0,0,1,0
chaterera,1,1,0.1,0,0,1,0
dewah,1,1,0.1,0,0,1,0
karimanzira,1,1,0.1,0,0,1,0
maboreke,1,1,0.1,0,0,1,0
model-,1,1,0.1,0,0,1,0
forgetit,1,1,0.1,0,0,1,0
fetch,1,1,0.1,0,0,1,0
implementable,1,1,0.1,0,0,1,0
automated,1,1,0.1,0,0,1,0
phenomenological,1,1,0.1,0,0,1,0
rebranding,1,1,0.1,0,0,1,0
listservs,1,1,0.1,0,0,1,0
engvall,1,1,0.1,0,0,1,0
kelton,1,1,0.1,0,0,1,0
fleischmann,1,1,0.1,0,0,1,0
wallace,1,1,0.1,0,0,1,0
commonplace,1,1,0.1,0,0,1,0
referral,1,1,0.1,0,0,1,0
avail,1,1,0.1,0,0,1,0
legislature,1,1,0.1,0,0,1,0
manageable,1,1,0.1,0,0,1,0
ndad,1,1,0.1,0,0,1,0
far,1,1,0.1,0,0,1,0
wiliness,1,1,0.1,0,0,1,0
cio,1,1,0.1,0,0,1,0
disjointed,1,1,0.1,0,0,1,0
cohesive,1,1,0.1,0,0,1,0
knee,1,1,0.1,0,0,1,0
jerk,1,1,0.1,0,0,1,0
transportation,1,1,0.1,0,0,1,0
foregone,1,1,0.1,0,0,1,0
paramount,1,1,0.1,0,0,1,0
interlaced,1,1,0.1,0,0,1,0
asymmetry,1,1,0.1,0,0,1,0
inhospitable,1,1,0.1,0,0,1,0
figured,1,1,0.1,0,0,1,0
multilateral,1,1,0.1,0,0,1,0
litigating,1,1,0.1,0,0,1,0
procuratorate,1,1,0.1,0,0,1,0
proportionality,1,1,0.1,0,0,1,0
entrance,1,1,0.1,0,0,1,0
letting,1,1,0.1,0,0,1,0
unsound,1,1,0.1,0,0,1,0
programs,1,1,0.1,0,0,1,0
regularization,1,1,0.1,0,0,1,0
digitalize,1,1,0.1,0,0,1,0
nil,1,1,0.1,0,0,1,0
nilsson,1,1,0.1,0,0,1,0
fracturing,1,1,0.1,0,0,1,0
fragmenting,1,1,0.1,0,0,1,0
regenerate,1,1,0.1,0,0,1,0
gallop,1,1,0.1,0,0,1,0
cohere,1,1,0.1,0,0,1,0
sympathiser,1,1,0.1,0,0,1,0
nanosecond,1,1,0.1,0,0,1,0
immutable,1,1,0.1,0,0,1,0
regulations,1,1,0.1,0,0,1,0
doctrinal,1,1,0.1,0,0,1,0
theoretic,1,1,0.1,0,0,1,0
cryptocurrencie,1,1,0.1,0,0,1,0
auditable,1,1,0.1,0,0,1,0
authentication,1,1,0.1,0,0,1,0
manipulate,1,1,0.1,0,0,1,0
certainty,1,1,0.1,0,0,1,0
sizeable,1,1,0.1,0,0,1,0
averaging,1,1,0.1,0,0,1,0
zooming,1,1,0.1,0,0,1,0
expiration,1,1,0.1,0,0,1,0
resign,1,1,0.1,0,0,1,0
wrapping,1,1,0.1,0,0,1,0
timestamp,1,1,0.1,0,0,1,0
multitude,1,1,0.1,0,0,1,0
fragmentation,1,1,0.1,0,0,1,0
linking,1,1,0.1,0,0,1,0
conjecture,1,1,0.1,0,0,1,0
flore,1,1,0.1,0,0,1,0
hofman,1,1,0.1,0,0,1,0
leapfrog,1,1,0.1,0,0,1,0
churning,1,1,0.1,0,0,1,0
outcompete,1,1,0.1,0,0,1,0
stuck,1,1,0.1,0,0,1,0
churn,1,1,0.1,0,0,1,0
explainable,1,1,0.1,0,0,1,0
maintainability,1,1,0.1,0,0,1,0
état,1,1,0.1,0,0,1,0
postulate,1,1,0.1,0,0,1,0
operationalized,1,1,0.1,0,0,1,0
acceptability,1,1,0.1,0,0,1,0
plausible,1,1,0.1,0,0,1,0
reproducible,1,1,0.1,0,0,1,0
modular,1,1,0.1,0,0,1,0
microanalysis,1,1,0.1,0,0,1,0
statistics,1,1,0.1,0,0,1,0
banking,1,1,0.1,0,0,1,0
generalized,1,1,0.1,0,0,1,0
configurable,1,1,0.1,0,0,1,0
epadd,1,1,0.1,0,0,1,0
expected,1,1,0.1,0,0,1,0
yellow,1,1,0.1,0,0,1,0
vest,1,1,0.1,0,0,1,0
detriment,1,1,0.1,0,0,1,0
extra,1,1,0.1,0,0,1,0
toe,1,1,0.1,0,0,1,0
yemen,1,1,0.1,0,0,1,0
complie,1,1,0.1,0,0,1,0
adrc,1,1,0.1,0,0,1,0
incidence,1,1,0.1,0,0,1,0
tlokweng,1,1,0.1,0,0,1,0
kotter,1,1,0.1,0,0,1,0
reinforcement,1,1,0.1,0,0,1,0
sme,1,1,0.1,0,0,1,0
inhibitor,1,1,0.1,0,0,1,0
limelight,1,1,0.1,0,0,1,0
mooc,1,1,0.1,0,0,1,0
outweighs,1,1,0.1,0,0,1,0
budgeting,1,1,0.1,0,0,1,0
exhaust,1,1,0.1,0,0,1,0
nonrenewable,1,1,0.1,0,0,1,0
infosec,1,1,0.1,0,0,1,0
constructivist,1,1,0.1,0,0,1,0
conditional,1,1,0.1,0,0,1,0
participative,1,1,0.1,0,0,1,0
revitalization,1,1,0.1,0,0,1,0
serendipity,1,1,0.1,0,0,1,0
hazard,1,1,0.1,0,0,1,0
warning,1,1,0.1,0,0,1,0
