journal,title,author,year,volume,issue,doi,abstract,abstract_clean,abstract_tokens
American Archivist,Frost on the walls in winter: Russian and Ukrainian archives since the great dislocation (1991-1999),Bolotenko G.,2003,66,2,10.17723/aarc.66.2.k18214576457n221,"Much has been written on Russian and Ukrainian archives since the collapse of the Soviet Union. Most writings on this subject key on legislative and structural issues, the more formal aspects of the transformation of Russia and Ukraine into more open, democratic polities. This paper concentrates on the blood-and-bones reality of the effects of this transformation on the everyday life of archivists and their managers and administrators at various levels. This new ""Time of Troubles"" imposed heavy personal burdens on all who work in the archival service, and it posed extraordinary professional challenges. During the 1990s, archival directors and archivists in Russia and Ukraine faced a decade of extreme privation and trial, but they responded with a stoic heroism.",much has been written on russian and ukrainian archives since the collapse of the soviet union most writings on this subject key on legislative and structural issues the more formal aspects of the transformation of russia and ukraine into more open democratic polities this paper concentrates on the blood-and-bones reality of the effects of this transformation on the everyday life of archivists and their managers and administrators at various levels this new time of troubles imposed heavy personal burdens on all who work in the archival service and it posed extraordinary professional challenges during the 1990s archival directors and archivists in russia and ukraine faced a decade of extreme privation and trial but they responded with a stoic heroism,much write russian ukrainian archive collapse soviet union most writing subject key legislative structural issue formal aspect transformation russia ukraine open democratic polity paper concentrate blood bone reality effect transformation everyday life archivist manager administrator various level new time trouble impose heavy personal burden work archival service pose extraordinary professional challenge archival director archivist russia ukraine face decade extreme privation trial respond stoic heroism
American Archivist,Where is the list with all the names? Information-seeking behavior of genealogists,Duff W.,2003,66,1,10.17723/aarc.66.1.l375uj047224737n,"Until the 1990s, archivists gave very little attention to studying their user population. None of the user studies that have been conducted in the last decade have focused solely on genealogists, one of the most frequent users of archives. This paper gives the results of a study involving in-depth interviews with ten genealogists. The findings provide information on the stages of genealogical research, how genealogists search for information, the access tools they use, the knowledge required, and the barriers they face. The findings of this study can be used to improve the design of archival information systems that will facilitate access for this important group of users.",until the 1990s archivists gave very little attention to studying their user population none of the user studies that have been conducted in the last decade have focused solely on genealogists one of the most frequent users of archives this paper gives the results of a study involving in-depth interviews with ten genealogists the findings provide information on the stages of genealogical research how genealogists search for information the access tools they use the knowledge required and the barriers they face the findings of this study can be used to improve the design of archival information systems that will facilitate access for this important group of users,1990 archivist give little attention study user population none user study conduct last decade focus genealogist frequent user archive paper give result study involve depth interview genealogist finding provide information stage genealogical research genealogist search information access tool use knowledge require barrier face finding study use improve design archival information system facilitate access important group user
American Archivist,Oral history in the archives: Its documentary role in the twenty-first century,Swain E.D.,2003,66,1,10.17723/aarc.66.1.9284q6r604858h40,"While many archivists and librarians have celebrated oral history's documentary potential, others have questioned its reliance on faulty and subjective memory. The role of archivists as curator of collections or creator of records, an issue that has arisen anew in recent years, is central to this oral history debate. Drawing on fifty years of archival, library, and oral history scholarship, this article examines how the introduction of oral history in archives and libraries has challenged and informed archival theory and practice in the United States. The article argues that oral history's contribution and impact in the twenty-first century will depend on archivists' and librarians' ability and willingness to work together, in collaboration with other disciplines, to document and provide access to our oral heritage in the digital age.",while many archivists and librarians have celebrated oral history s documentary potential others have questioned its reliance on faulty and subjective memory the role of archivists as curator of collections or creator of records an issue that has arisen anew in recent years is central to this oral history debate drawing on fifty years of archival library and oral history scholarship this article examines how the introduction of oral history in archives and libraries has challenged and informed archival theory and practice in the united states the article argues that oral history s contribution and impact in the twenty-first century will depend on archivists and librarians ability and willingness to work together in collaboration with other disciplines to document and provide access to our oral heritage in the digital age,many archivist librarian celebrate oral history documentary potential other question reliance faulty subjective memory role archivist curator collection creator record issue arise recent year central oral history debate draw year archival library oral history scholarship article examine introduction oral history archive library challenge inform archival theory practice united states article argue oral history contribution impact twenty first century depend archivist librarian ability willingness work collaboration other discipline document provide access oral heritage digital age
American Archivist,Primarily history in America: How U.S. historians search for primary materials at the dawn of the digital age,Tibbo H.,2003,66,1,10.17723/aarc.66.1.b120370l1g718n74,"The Primarily History project is the first international, comparative study to examine historians' information-seeking behaviors since the advent of the World Wide Web, electronic finding aids, digitized collections, and an increasingly pervasive networked scholarly environment. Funded by the Gladys Kriebel Delmas Foundation, Primarily History is a collaboration of the School of Information and Library Science at the University of North Carolina at Chapel Hill (UNC-CH) and the Humanities Advanced Technology and Information Institute (HATII) at the University of Glasgow, Scotland. This article reports on a survey that asked historians teaching American history at sixty-eight top-ranked institutions how they located primary resources for their research. Information-seeking behaviors identified range from traditional print approaches to use of on-line databases, Web searching, and virtual repository visits. Implications are drawn for archives and special collection repositories.",the primarily history project is the first international comparative study to examine historians information-seeking behaviors since the advent of the world wide web electronic finding aids digitized collections and an increasingly pervasive networked scholarly environment funded by the gladys kriebel delmas foundation primarily history is a collaboration of the school of information and library science at the university of north carolina at chapel hill unc-ch and the humanities advanced technology and information institute hatii at the university of glasgow scotland this article reports on a survey that asked historians teaching american history at sixty-eight top-ranked institutions how they located primary resources for their research information-seeking behaviors identified range from traditional print approaches to use of on-line databases web searching and virtual repository visits implications are drawn for archives and special collection repositories,history project first international comparative study examine historian information seek behavior advent world wide web electronic finding aid digitize collection pervasive networked scholarly environment fund gladys kriebel delmas foundation history collaboration school information library science university north carolina chapel hill unc humanity advanced technology information institute hatii university glasgow scotland article report survey ask historian teach american history top rank institution locate primary resource research information seek behavior identify range traditional print approach use line database web searching virtual repository visit implication draw archive special collection repository
American Archivist,In a class by themselves: Faculty papers at research university archives and manuscript repositories,Laver T.Z.,2003,66,1,10.17723/aarc.66.1.b713206u71162k50,"Faculty papers are common in university archives and/or university manuscript collections, but little current literature exists about their acquisition, appraisal, administration, processing, and use. The survey reported herein examined the practices and policies on faculty papers employed by repositories in ARL-libraries and at formerly designated Research I universities. It reports criteria used to identify potential donors, how (and if) archivists pursue of faculty papers, formats of materials sought and retained, level of processing, and use by patrons and staff. More generally, it gauges practitioners' opinions toward what are often perceived to be large, yet underused collections.",faculty papers are common in university archives and or university manuscript collections but little current literature exists about their acquisition appraisal administration processing and use the survey reported herein examined the practices and policies on faculty papers employed by repositories in arl-libraries and at formerly designated research i universities it reports criteria used to identify potential donors how and if archivists pursue of faculty papers formats of materials sought and retained level of processing and use by patrons and staff more generally it gauges practitioners opinions toward what are often perceived to be large yet underused collections,faculty paper common university archive university manuscript collection little current literature exist acquisition appraisal administration processing use survey report herein examine practice policy faculty paper employ repository arl library designate research universitie report criterion use identify potential donor archivist pursue faculty paper format material seek retain level processing use patron staff gauge practitioner opinion perceive large underused collection
American Archivist,Presidential materials: Politics and the presidential records act,Montgomery B.P.,2003,66,1,10.17723/aarc.66.1.8v8063806411716t,"President George W. Bush's Executive Order No. 13,233, issued on 1 November 2001, marked the latest attempt by the executive branch to circumvent or otherwise nullify the key provisions of the Presidential Records Act. Congress passed the Presidential Records Act in 1978 in the wake of the Watergate scandals to assure public ownership and control over presidential materials. Nonetheless, starting with the presidency of Ronald Reagan, who was the first president to be covered by the act, the executive branch has repeatedly attacked the statute through various regulatory schemes and overly broad claims of executive privilege. Indeed, with their historical reputations and legacies at stake, presidents have never fully accepted the concept of yielding control over their presidential materials. This article reviews the troubling history of the Presidential Records Act and the implications of the latest attempts to restrict access to presidential papers.",president george w bush s executive order no issued on november marked the latest attempt by the executive branch to circumvent or otherwise nullify the key provisions of the presidential records act congress passed the presidential records act in in the wake of the watergate scandals to assure public ownership and control over presidential materials nonetheless starting with the presidency of ronald reagan who was the first president to be covered by the act the executive branch has repeatedly attacked the statute through various regulatory schemes and overly broad claims of executive privilege indeed with their historical reputations and legacies at stake presidents have never fully accepted the concept of yielding control over their presidential materials this article reviews the troubling history of the presidential records act and the implications of the latest attempts to restrict access to presidential papers,president george bush executive order issue november mark late attempt executive branch circumvent nullify key provision presidential record act congress pass presidential record act wake watergate scandal assure public ownership control presidential material start presidency ronald reagan first president cover act executive branch attack statute various regulatory scheme broad claim executive privilege historical reputation legacy stake president accept concept yield control presidential material article review troubling history presidential record act implication late attempt restrict access presidential paper
American Archivist,AI: Archival intelligence and user expertise,Yakel E.,2003,66,1,10.17723/aarc.66.1.q022h85pn51n5800,"User studies in archives have long focused on researchers' satisfaction, behaviors, and use of primary sources. Yet, archivists have never defined what characteristics denote an expert user of archives. This article reports on a research study involving in-depth interviews with twenty-eight individuals. The analysis of these interviews led to the development of a model of researcher expertise that might be incorporated into archival user education to create information literacy for primary sources. The authors assert that there are three distinct forms of knowledge required to work effectively with primary sources: domain (subject) knowledge, artifactual literacy, and the authors' own concept of archival intelligence. Archival intelligence is a researcher's knowledge of archival principles, practices, and institutions, such as the reason underlying archival rules and procedures, the means for developing search strategies to explore research questions, and an understanding of the relationship between primary sources and their surrogates. This is separate from domain or subject knowledge and artifactual literacy, or the ability to interpret and analyze primary sources. Archival intelligence encompasses three dimensions: 1) knowledge of archival theory, practices, and procedures; 2) strategies for reducing uncertainty and ambiguity when unstructured problems and ill-defined solutions are the norm; 3) and intellective skills.",user studies in archives have long focused on researchers satisfaction behaviors and use of primary sources yet archivists have never defined what characteristics denote an expert user of archives this article reports on a research study involving in-depth interviews with twenty-eight individuals the analysis of these interviews led to the development of a model of researcher expertise that might be incorporated into archival user education to create information literacy for primary sources the authors assert that there are three distinct forms of knowledge required to work effectively with primary sources domain subject knowledge artifactual literacy and the authors own concept of archival intelligence archival intelligence is a researcher s knowledge of archival principles practices and institutions such as the reason underlying archival rules and procedures the means for developing search strategies to explore research questions and an understanding of the relationship between primary sources and their surrogates this is separate from domain or subject knowledge and artifactual literacy or the ability to interpret and analyze primary sources archival intelligence encompasses three dimensions knowledge of archival theory practices and procedures strategies for reducing uncertainty and ambiguity when unstructured problems and ill-defined solutions are the norm and intellective skills,user study archive focus researcher satisfaction behavior use primary source archivist define characteristic denote expert user archive article report research study involve depth interview individual analysis interview lead development model researcher expertise incorporate archival user education create information literacy primary source author assert distinct form knowledge require work primary source domain subject knowledge artifactual literacy author own concept archival intelligence archival intelligence researcher knowledge archival principle practice institution such reason underlie archival rule procedure mean develop search strategy explore research question understanding relationship primary source surrogate separate domain subject knowledge artifactual literacy ability interpret analyze primary source archival intelligence encompass dimension knowledge archival theory practice procedure strategy reduce uncertainty ambiguity unstructured problem define solution norm intellective skill
American Archivist,Navigating ambiguous waters: Providing access to student records in the university archives,Chute T.,2004,67,2,10.17723/aarc.67.2.v418724687421m15,"Because privacy laws heavily restrict access to student records, archivists are forced to weigh the research potential of these documents against their availability. At the center of this issue is the Family Educational Rights and Privacy Act (FERPA), which protects individual student records from unauthorized third-party review. In 2003, the authors conducted a survey of one hundred Association of Research Libraries (ARL) Archives in the United States to gauge FERPA's impact on current archival appraisal and access policies for student records. Based on their survey findings, the authors suggest guidelines for instituting access policies that comply with FERPA and allow for the greatest possible access.",because privacy laws heavily restrict access to student records archivists are forced to weigh the research potential of these documents against their availability at the center of this issue is the family educational rights and privacy act ferpa which protects individual student records from unauthorized third-party review in the authors conducted a survey of one hundred association of research libraries arl archives in the united states to gauge ferpa s impact on current archival appraisal and access policies for student records based on their survey findings the authors suggest guidelines for instituting access policies that comply with ferpa and allow for the greatest possible access,privacy law restrict access student record archivist force weigh research potential document availability center issue family educational right privacy act ferpa protect individual student record unauthorized third party review author conduct survey association research librarie arl archive united states gauge ferpa impact current archival appraisal access policy student record base survey finding author suggest guideline institute access policy comply ferpa allow great possible access
American Archivist,Privacy rights and the rights of political victims: Implications of the German experience,Danielson E.,2004,67,2,10.17723/aarc.67.2.1w06730777226771,"Three forces collide when security police files surface: the right to privacy, the right to state security, and the right to access information. In the case of the East German ""Stasi"" files, communists tried to destroy them, West German archivists and politicians tried to restrict them for decades, and dissidents tried to open access to them. A unique solution, pushed into law in 1990-91, has now stood the test of time. Fifteen years after the fall of the Berlin wall, the formula devised by Joachim Gauck is a tested model for balancing the conflicts between transparency, privacy, and security.",three forces collide when security police files surface the right to privacy the right to state security and the right to access information in the case of the east german stasi files communists tried to destroy them west german archivists and politicians tried to restrict them for decades and dissidents tried to open access to them a unique solution pushed into law in - has now stood the test of time fifteen years after the fall of the berlin wall the formula devised by joachim gauck is a tested model for balancing the conflicts between transparency privacy and security,force collide security police file surface right privacy right state security right access information case east german stasi file communists try destroy west german archivist politician try restrict decade dissident try open access unique solution push law stand test time year fall berlin wall formula devise joachim gauck test model balance conflict transparency privacy security
American Archivist,User interactions with electronic finding aids in a controlled setting,Prom C.J.,2004,67,2,10.17723/aarc.67.2.7317671548328620,"This article presents findings from a study conducted to measure and describe interactions with on-line archival finding aids. The study measured responses for participants interacting with four collection-level search systems and four individual finding aids. Both statistical and qualitative findings are provided and correlated to demographic data such as archival experience and self-reported computer expertise. The study provides insights into how users navigate archival descriptive information and how archivists and digital librarians might design interfaces that facilitate efficient search strategies. Experienced archival users and novices utilize different methods of searching for archival information. Interface elements such as alphabetical lists, page-top tables of contents, and single-page search options enabled both expert and novice users to conduct more efficient searches than did alternate designs.",this article presents findings from a study conducted to measure and describe interactions with on-line archival finding aids the study measured responses for participants interacting with four collection-level search systems and four individual finding aids both statistical and qualitative findings are provided and correlated to demographic data such as archival experience and self-reported computer expertise the study provides insights into how users navigate archival descriptive information and how archivists and digital librarians might design interfaces that facilitate efficient search strategies experienced archival users and novices utilize different methods of searching for archival information interface elements such as alphabetical lists page-top tables of contents and single-page search options enabled both expert and novice users to conduct more efficient searches than did alternate designs,article present finding study conduct measure describe interaction line archival finding aid study measure response participant interact collection level search system individual finding aid statistical qualitative finding provide correlate demographic datum such archival experience self report computer expertise study provide insight user navigate archival descriptive information archivist digital librarian design interface facilitate efficient search strategy experience archival user novice utilize different method search archival information interface element such alphabetical list page top table content single page search option enable expert novice user conduct efficient search alternate design
American Archivist,"The Archivist as Detective; Or, the Case of Ledyard v. William Morgan",Stark B.,2004,67,2,10.17723/aarc.67.2.apj101350v280142,The discovery of an apparent theft of documents from the Connecticut State Library in 2000 provided a challenge of detection for archivists. This article discusses the steps taken to identify the possibly stolen documents and to prove that they were once part of the collections of the Connecticut State Library. Cooperation with the Connecticut State Police and negotiations with another repository ultimately returned the missing documents to the state library. The experiences provide numerous lessons for other archivists on the questions of identifying and protecting documents at risk.,the discovery of an apparent theft of documents from the connecticut state library in provided a challenge of detection for archivists this article discusses the steps taken to identify the possibly stolen documents and to prove that they were once part of the collections of the connecticut state library cooperation with the connecticut state police and negotiations with another repository ultimately returned the missing documents to the state library the experiences provide numerous lessons for other archivists on the questions of identifying and protecting documents at risk,discovery apparent theft document connecticut state library provide challenge detection archivist article discuss step take identify steal document prove part collection connecticut state library cooperation connecticut state police negotiation repository return miss document state library experience provide numerous lesson other archivist question identify protect document risk
American Archivist,"In secret kept, in silence sealed: Privacy in the papers of authors and celebrities",Hodson S.,2004,67,2,10.17723/aarc.67.2.b53338437x161076,"When administering collections of modern personal papers, archivists must deal with the competing ethics of promoting free and open access to the material while ensuring that the privacy of those represented in the collections is not violated. Lacking specific procedural guidelines, archivists and their repositories must devise their own policies. This paper discusses the issues involved in overseeing modern collections in which there are privacy and confidentiality issues, and it focuses on the special challenges presented by the papers of authors and other celebrities. These challenges are the result of the high level of public interest in celebrities' papers, the personal matters discussed in correspondence in these collections, the potential for issues of privacy to be intertwined with copyright, and the fact that repositories increasingly collect the archives of living authors and celebrities as the papers are being created.",when administering collections of modern personal papers archivists must deal with the competing ethics of promoting free and open access to the material while ensuring that the privacy of those represented in the collections is not violated lacking specific procedural guidelines archivists and their repositories must devise their own policies this paper discusses the issues involved in overseeing modern collections in which there are privacy and confidentiality issues and it focuses on the special challenges presented by the papers of authors and other celebrities these challenges are the result of the high level of public interest in celebrities papers the personal matters discussed in correspondence in these collections the potential for issues of privacy to be intertwined with copyright and the fact that repositories increasingly collect the archives of living authors and celebrities as the papers are being created,administer collection modern personal paper archivist deal compete ethic promote free open access material ensure privacy represent collection violate lack specific procedural guideline archivist repository devise own policy paper discuss issue involve oversee modern collection privacy confidentiality issue focus special challenge present paper author other celebrity challenge result high level public interest celebrity paper personal matter discuss correspondence collection potential issue privacy intertwine copyright fact repository collect archive live author celebrity paper create
American Archivist,"Title company v. county recorder: A case study in open records litigation, 1874-1918",Cox D.,2004,67,1,10.17723/aarc.67.1.27jqw876qmlj4152,"The common-law tradition inherited by the United States restricted access to public records to those with a direct and tangible interest in the information, such as parties to a lawsuit. During the late nineteenth and early twentieth centuries, however, state appellate courts ruled in a series of cases that revolutionized legal thought on this subject. By the end of World War I, these tribunals increasingly assumed that citizenship itself provided sufficient justification for access to public records. Abstractors and insurers of real estate titles, whose interests were commercial, led the assault upon the common-law tradition that had imposed the more restrictive standard. Suits initiated by those concerned with the misuse of public funds and honest elections played a relatively small role in bringing about this change. The story of this landmark litigation between title abstract companies and local government officials again demonstrates that custody of public records carries with it risks and responsibilities all too familiar to modern archivists.",the common-law tradition inherited by the united states restricted access to public records to those with a direct and tangible interest in the information such as parties to a lawsuit during the late nineteenth and early twentieth centuries however state appellate courts ruled in a series of cases that revolutionized legal thought on this subject by the end of world war i these tribunals increasingly assumed that citizenship itself provided sufficient justification for access to public records abstractors and insurers of real estate titles whose interests were commercial led the assault upon the common-law tradition that had imposed the more restrictive standard suits initiated by those concerned with the misuse of public funds and honest elections played a relatively small role in bringing about this change the story of this landmark litigation between title abstract companies and local government officials again demonstrates that custody of public records carries with it risks and responsibilities all too familiar to modern archivists,common law tradition inherit united states restrict access public record direct tangible interest information such party lawsuit late nineteenth early twentieth century state appellate court rule series case revolutionize legal thought subject end world war tribunal assume citizenship provide sufficient justification access public record abstractor insurer real estate title interest commercial lead assault common law tradition impose restrictive standard suit initiate concern misuse public fund honest election play small role bring change story landmark litigation title abstract company local government official demonstrate custody public record carry risk responsibility familiar modern archivist
American Archivist,Trusting archivists: The role of archival ethics codes in establishing public faith,Dingwall G.,2004,67,1,10.17723/aarc.67.1.mw0914r2p52xx2t4,"This paper examines the role codes of ethics play in the portrayal of archivists and their work to the public. Codes of ethics are placed within the context of concepts of professionalism and the relationships between and among archivists, records creators, records users, employers, and the public at large. Several codes issued by archival professional organizations are used to illustrate the ways in which the structure of codes influences their effectiveness in communicating the nature of the profession to the public. The paper concludes that ethics codes contribute to an enhanced sense of professionalism for archivists that can strengthen their ability to serve the public by creating more autonomy in decision making. Paying greater attention to the language used in constructing codes of ethics can help accomplish this task.",this paper examines the role codes of ethics play in the portrayal of archivists and their work to the public codes of ethics are placed within the context of concepts of professionalism and the relationships between and among archivists records creators records users employers and the public at large several codes issued by archival professional organizations are used to illustrate the ways in which the structure of codes influences their effectiveness in communicating the nature of the profession to the public the paper concludes that ethics codes contribute to an enhanced sense of professionalism for archivists that can strengthen their ability to serve the public by creating more autonomy in decision making paying greater attention to the language used in constructing codes of ethics can help accomplish this task,paper examine role code ethic play portrayal archivist work public code ethic place context concept professionalism relationship archivist record creator record user employer public large several code issue archival professional organization use illustrate way structure code influence effectiveness communicate nature profession public paper conclude ethic code contribute enhanced sense professionalism archivist strengthen ability serve public create more autonomy decision make pay great attention language use construct code ethic help accomplish task
American Archivist,Avoiding the golden fleece: Licensing agreements for archives,Loe N.,2004,67,1,10.17723/aarc.67.1.341n71ru50661152,"The need to negotiate licenses protecting the rights to intellectual property in archives is an emerging and complex area. This article provides archivists with a better understanding of the legal and economic issues arising from commercial requests for archival materials, examining five key areas relating to licensing: the technology, the players, the economics, the rights, and the consequences. The article presents guidelines, strategies, and a sample licensing agreement to help archivists make informed decisions about whether and on what terms to license materials from their collections for commercial use.",the need to negotiate licenses protecting the rights to intellectual property in archives is an emerging and complex area this article provides archivists with a better understanding of the legal and economic issues arising from commercial requests for archival materials examining five key areas relating to licensing the technology the players the economics the rights and the consequences the article presents guidelines strategies and a sample licensing agreement to help archivists make informed decisions about whether and on what terms to license materials from their collections for commercial use,need negotiate license protect right intellectual property archive emerge complex area article provide archivist well understanding legal economic issue arise commercial request archival material examine key area relate license technology player economic right consequence article present guideline strategy sample licensing agreement help archivist make informed decision term license material collection commercial use
American Archivist,The use of convent archival records in medical research: The school sisters of Notre Dame archives and the nun study,Patzwald G.,2004,67,1,10.17723/aarc.67.1.d558520196w85573,"The School Sisters of Notre Dame (SSND) archives program is a cooperative system for the arrangement and preservation of the records of the SSND provinces in North America, including records of individual sisters. Archival records include autobiographies, school and college transcripts, employment histories, and family socioeconomic data. The Nun Study, a longitudinal study of Alzheimer's disease and aging in 678 SSND sisters, compares data extracted from these records with data on late-life cognitive and physical function and post-mortem brain neuropathology to explore early life factors that may affect late-life cognitive function and longevity.",the school sisters of notre dame ssnd archives program is a cooperative system for the arrangement and preservation of the records of the ssnd provinces in north america including records of individual sisters archival records include autobiographies school and college transcripts employment histories and family socioeconomic data the nun study a longitudinal study of alzheimer s disease and aging in ssnd sisters compares data extracted from these records with data on late-life cognitive and physical function and post-mortem brain neuropathology to explore early life factors that may affect late-life cognitive function and longevity,school sister notre dame ssnd archive program cooperative system arrangement preservation record ssnd province north america include record individual sister archival record include autobiography school college transcript employment histories family socioeconomic datum nun study longitudinal study alzheimer disease age ssnd sister compare datum extract record datum late life cognitive physical function post mortem brain neuropathology explore early life factor affect late life cognitive function longevity
American Archivist,The forbidden files: Creation and use of surveillance files against the independence movement in puerto rico,Blanco-Rivera J.,2005,68,2,10.17723/aarc.68.2.n2ql6618n0267501,"The discovery in 1987 that the Puerto Rican police had maintained thousands of secret files on alleged subversives opened up a dark part of the history of the island. After a brief review of the political status of Puerto Rico under rule by the United States, this article discusses the secret surveillance files, their creation and maintenance, and what happened to the files after they were discovered. It also considers some of the archival issues involved in the proper management of these very sensitive and political records.",the discovery in that the puerto rican police had maintained thousands of secret files on alleged subversives opened up a dark part of the history of the island after a brief review of the political status of puerto rico under rule by the united states this article discusses the secret surveillance files their creation and maintenance and what happened to the files after they were discovered it also considers some of the archival issues involved in the proper management of these very sensitive and political records,discovery puerto rican police maintain thousand secret file allege subversive open dark part history island brief review political status puerto rico rule united states article discuss secret surveillance file creation maintenance happen file discover consider archival issue involve proper management sensitive political record
American Archivist,"Picking our text: Archival description, authenticity, and the archivist as editor",MacNeil H.,2005,68,2,10.17723/aarc.68.2.01u65t6435700337,"A number of recent archival initiatives have asserted a relationship between archival description and authenticity. This article establishes a preliminary foundation for understanding the nature of that relationship by reviewing the literature relating to archival description and authenticity, comparing the authenticating function of archival description with that of textual criticism, and identifying three lines of research inquiry that present themselves in light of that comparison.",a number of recent archival initiatives have asserted a relationship between archival description and authenticity this article establishes a preliminary foundation for understanding the nature of that relationship by reviewing the literature relating to archival description and authenticity comparing the authenticating function of archival description with that of textual criticism and identifying three lines of research inquiry that present themselves in light of that comparison,number recent archival initiative assert relationship archival description authenticity article establish preliminary foundation understand nature relationship review literature relate archival description authenticity compare authenticating function archival description textual criticism identify line research inquiry present light comparison
American Archivist,Public memory meets archival memory: The interpretation of williamsburg's secretary's office,Cox R.J.,2005,68,2,10.17723/aarc.68.2.a4434884785t2h88,"One of the restored buildings in the Colonial Williamsburg historic site is the Secretary's Office, built in 1747-48, the oldest public records structure in the English-speaking colonies. Probably few archivists and other records professionals know that the antecedents of their profession are well represented in such a popular tourist attraction. This essay considers three lessons for archivists in their quest for greater public understanding and support, drawing on how this old public records structure has been interpreted. First, the essay suggests that the story of the Secretary's Office is not well known by archivists and those interested in the history of efforts to preserve our documentary heritage. Second, the essay recounts the story of the failure by America's premier and pioneering historic site to interpret fully the legacy of the public records office. Finally, the essay indicates that the lack of interpretation represents a lost opportunity to promote public understanding of what records represent, why archives are important, and the work of archivists.",one of the restored buildings in the colonial williamsburg historic site is the secretary s office built in - the oldest public records structure in the english-speaking colonies probably few archivists and other records professionals know that the antecedents of their profession are well represented in such a popular tourist attraction this essay considers three lessons for archivists in their quest for greater public understanding and support drawing on how this old public records structure has been interpreted first the essay suggests that the story of the secretary s office is not well known by archivists and those interested in the history of efforts to preserve our documentary heritage second the essay recounts the story of the failure by america s premier and pioneering historic site to interpret fully the legacy of the public records office finally the essay indicates that the lack of interpretation represents a lost opportunity to promote public understanding of what records represent why archives are important and the work of archivists,restore building colonial williamsburg historic site secretary office build old public record structure speak colony few archivist other record professional know antecedent profession represent popular tourist attraction essay consider lesson archivist quest great public understanding support draw old public record structure interpret essay suggest story secretary office know archivist interested history effort preserve documentary heritage second essay recount story failure america premier pioneer historic site interpret legacy public record office essay indicate lack interpretation represent lose opportunity promote public understanding record represent archive important work archivist
American Archivist,The rise of confidentiality: State courts on access to public records during the mid-twentieth century,Cox D.,2005,68,2,10.17723/aarc.68.2.881h661752171071,"Under the common law tradition, access to public records was restricted to those with a ""direct and tangible"" interest in the information. Challenges to this tradition, however, came from those who considered access to public records a right of citizenship. In the twentieth century, state courts across the country increasingly accepted the right of access to public records, but recognized that this right raised a new set of issues requiring identification of categories of information that could be restricted.",under the common law tradition access to public records was restricted to those with a direct and tangible interest in the information challenges to this tradition however came from those who considered access to public records a right of citizenship in the twentieth century state courts across the country increasingly accepted the right of access to public records but recognized that this right raised a new set of issues requiring identification of categories of information that could be restricted,common law tradition access public record restrict direct tangible interest information challenge tradition come consider access public record right citizenship twentieth century state court country accept right access public record recognize raise new set issue require identification category information restrict
