journal,title,author,year,volume,issue,doi,abstract
American Archivist,Trusting archivists: The role of archival ethics codes in establishing public faith,Dingwall G.,2004,67,1,10.17723/aarc.67.1.mw0914r2p52xx2t4,"This paper examines the role codes of ethics play in the portrayal of archivists and their work to the public. Codes of ethics are placed within the context of concepts of professionalism and the relationships between and among archivists, records creators, records users, employers, and the public at large. Several codes issued by archival professional organizations are used to illustrate the ways in which the structure of codes influences their effectiveness in communicating the nature of the profession to the public. The paper concludes that ethics codes contribute to an enhanced sense of professionalism for archivists that can strengthen their ability to serve the public by creating more autonomy in decision making. Paying greater attention to the language used in constructing codes of ethics can help accomplish this task."
American Archivist,Negotiating the visual turn: New perspectives on images and archives,Schwartz J.,2004,67,1,10.17723/aarc.67.1.d3625v270m563426,
American Archivist,Enriching our archival literature,Eppard P.,2004,67,1,,
American Archivist,Avoiding the golden fleece: Licensing agreements for archives,Loe N.,2004,67,1,10.17723/aarc.67.1.341n71ru50661152,"The need to negotiate licenses protecting the rights to intellectual property in archives is an emerging and complex area. This article provides archivists with a better understanding of the legal and economic issues arising from commercial requests for archival materials, examining five key areas relating to licensing: the technology, the players, the economics, the rights, and the consequences. The article presents guidelines, strategies, and a sample licensing agreement to help archivists make informed decisions about whether and on what terms to license materials from their collections for commercial use."
American Archivist,Jenkinson's writings on some enduring archival themes,Eastwood T.,2004,67,1,10.17723/aarc.67.1.h6g7ln5122373484,
American Archivist,The use of convent archival records in medical research: The school sisters of Notre Dame archives and the nun study,Patzwald G.,2004,67,1,10.17723/aarc.67.1.d558520196w85573,"The School Sisters of Notre Dame (SSND) archives program is a cooperative system for the arrangement and preservation of the records of the SSND provinces in North America, including records of individual sisters. Archival records include autobiographies, school and college transcripts, employment histories, and family socioeconomic data. The Nun Study, a longitudinal study of Alzheimer's disease and aging in 678 SSND sisters, compares data extracted from these records with data on late-life cognitive and physical function and post-mortem brain neuropathology to explore early life factors that may affect late-life cognitive function and longevity."
American Archivist,The forbidden files: Creation and use of surveillance files against the independence movement in puerto rico,Blanco-Rivera J.,2005,68,2,10.17723/aarc.68.2.n2ql6618n0267501,"The discovery in 1987 that the Puerto Rican police had maintained thousands of secret files on alleged subversives opened up a dark part of the history of the island. After a brief review of the political status of Puerto Rico under rule by the United States, this article discusses the secret surveillance files, their creation and maintenance, and what happened to the files after they were discovered. It also considers some of the archival issues involved in the proper management of these very sensitive and political records."
American Archivist,"Picking our text: Archival description, authenticity, and the archivist as editor",MacNeil H.,2005,68,2,10.17723/aarc.68.2.01u65t6435700337,"A number of recent archival initiatives have asserted a relationship between archival description and authenticity. This article establishes a preliminary foundation for understanding the nature of that relationship by reviewing the literature relating to archival description and authenticity, comparing the authenticating function of archival description with that of textual criticism, and identifying three lines of research inquiry that present themselves in light of that comparison."
American Archivist,Ernst posner's archives and the public interest,Menne-Haritz A.,2005,68,2,10.17723/aarc.68.2.9lg3054k0057k462,
American Archivist,Secrecy in government,Berry T.,2005,68,2,,
American Archivist,Letters on the American archivist cover controversy,Jimerson R.,2005,68,2,,
American Archivist,Making an impact on the archival profession,Eppard P.,2005,68,2,,
American Archivist,Public memory meets archival memory: The interpretation of williamsburg's secretary's office,Cox R.J.,2005,68,2,10.17723/aarc.68.2.a4434884785t2h88,"One of the restored buildings in the Colonial Williamsburg historic site is the Secretary's Office, built in 1747-48, the oldest public records structure in the English-speaking colonies. Probably few archivists and other records professionals know that the antecedents of their profession are well represented in such a popular tourist attraction. This essay considers three lessons for archivists in their quest for greater public understanding and support, drawing on how this old public records structure has been interpreted. First, the essay suggests that the story of the Secretary's Office is not well known by archivists and those interested in the history of efforts to preserve our documentary heritage. Second, the essay recounts the story of the failure by America's premier and pioneering historic site to interpret fully the legacy of the public records office. Finally, the essay indicates that the lack of interpretation represents a lost opportunity to promote public understanding of what records represent, why archives are important, and the work of archivists."
American Archivist,The rise of confidentiality: State courts on access to public records during the mid-twentieth century,Cox D.,2005,68,2,10.17723/aarc.68.2.881h661752171071,"Under the common law tradition, access to public records was restricted to those with a ""direct and tangible"" interest in the information. Challenges to this tradition, however, came from those who considered access to public records a right of citizenship. In the twentieth century, state courts across the country increasingly accepted the right of access to public records, but recognized that this right raised a new set of issues requiring identification of categories of information that could be restricted."
American Archivist,"More product, less process: Revamping traditional archival processing",Greene M.A.,2005,68,2,10.17723/aarc.68.2.c741823776k65863,"Processing backlogs continue to be a problem for archivists, and yet the problem is exacerbated by many of the traditional approaches to processing collections that archivists continue to practice. This research project reviewed the literature on archival processing and conducted surveys of processing practices to identify the scope of the problem and its impacts both on processing costs and on access to collections. The paper issues a call for archivists to rethink the way they process collections, particularly large contemporary collections. It challenges many of the assumptions archivists make about the importance of preservation activities in processing and the arrangement and description activities necessary to allow researchers to access collections effectively."
American Archivist,William J. Barrow: A remembrance and appreciation,Church J.,2005,68,1,10.17723/aarc.68.1.fp648035638w3j53,"William J. Barrow was a unique and significant individual in the history of archives preservation, the development of permanent/durable book paper, and the application of investigative techniques in these fields. The author, who worked with Barrow in his restoration shop and research laboratory during the 1950s when much of his major work was in progress, offers in this article an appreciation of his contributions. The article corrects some recent misapprehensions concerning Barrow and provides an account of his effective personal and problem-solving attributes."
American Archivist,"Diaries, on-line diaries, and the future loss to archives; Or, blogs and the blogging bloggers who blog them",O'Sullivan C.,2005,68,1,10.17723/aarc.68.1.7k7712167p6035vt,"This paper examines the archival potential of blogs, a popular form of electronic record in which personal accounts and commentaries are entered regularly in an on-line journal. A historical survey of the diary-the blog's paper-based antecedent-suggests how the two records are alike and where they diverge, taking into account their evidential values, their seemingly contradictory public and private qualities, and their very diverse physical natures. The paper discusses the role that traditional archives should play in preserving blogs, while considering the implications that their loss would have for our cultural memory, and offering some suggestions for ensuring their preservation."
American Archivist,"Lester J. Cappon and the relationship of history, archives, and scholarship in the golden age of archival theory",Cox R.J.,2005,68,1,10.17723/aarc.68.1.a10ju1xvu150626h,
American Archivist,Third-party privacy in collections,Greene M.,2005,68,1,,
American Archivist,Letter to the editor,Ashdown P.,2005,68,1,,
American Archivist,"Building our own ""iron curtain"": The emergence of secrecy in American Government",Ericson T.L.,2005,68,1,10.17723/aarc.68.1.9m260j244177p553,
American Archivist,American archivist cover controversy,Cox R.J.,2005,68,1,,
American Archivist,The president speaks,,2005,68,1,,
American Archivist,Catholic social action at work: A brief history of the labor collections at the catholic university of america,Turrini J.M.,2005,68,1,10.17723/aarc.68.1.e6000605u6801351,"The Catholic University of America (CUA) may seem like an unlikely home for important collections of archival records documenting the labor movement in the United States. By tapping into the sympathies of many priests for the labor movement as well as the devout Catholicism of many union organizers, however, the CUA managed to compile an impressive body of labor records at a time when very few archives were collecting such records. This article explores how different priests and bishops developed and maintained this collection over the years. The history of the collecting of labor records at CUA offers insight into the various internal and external factors that influence collection development practices and acquisition policies over time."
American Archivist,"Council meeting minutes august 3-7, 2004 - Boston",Beaumont N.,2005,68,1,,
American Archivist,Chatting up the archivist: Social capital and the archival researcher,Johnson C.A.,2005,68,1,10.17723/aarc.68.1.h1l2r87kl1846417,"Historians are expert researchers who use a variety of methods to locate primary research material in archives, including consulting the archivist. This article suggests that historical researchers deliberately establish relationships with archivists to tap into their in-depth knowledge about archival resources. The relationship with the archivist is the social capital of historical researchers because through it they are able to gain access to this specialized knowledge. This article examines the strategies undertaken by historical researchers to establish these relationships and their evaluation of the relationships in terms of finding resources. It also examines the difference in access to the archivist between established historical researchers and PhD students and speculates on how the availability of archival resources and finding aids on the World Wide Web might affect the relationships between researchers and archivists."
American Archivist,Part 7. A* CENSUS: Report on archival leadership,Davis S.E.,2006,69,2,,
American Archivist,Getting more for less: Testing a new processing model at the University of Montana,McCrea D.,2006,69,2,10.17723/aarc.69.2.f26251l316w02841,"This paper presents a case study in backlog management. The author discusses how a new approach to both the philosophy and practice of archival processing, largely inspired by the recommendations of Mark A. Greene and Dennis Meissner in their article ""More Product, Less Process,"" resulted in a decrease in both processing time and in the backlog of unprocessed collections at the University of Montana at Missoula."
American Archivist,Accessioning as processing,Weideman C.,2006,69,2,10.17723/aarc.69.2.g270566u745j3815,"This article explores the application of new methods, including those recommended by Mark A. Greene and Dennis Meissner in their article ""More Product, Less Process,"" to reduce the amount of time to accession and process collections. The methods were applied during the accessioning of two collections and the arrangement and description of a large collection of family papers. The author describes the work completed, the time it took, and the consequences for operations throughout the repository."
American Archivist,Part 2. A* CENSUS: A call to action,Walch V.,2006,69,2,,
American Archivist,Part 8. Certified archi vists in the A* CENSUS,Diffendal A.,2006,69,2,,
American Archivist,Part 3. A* CENSUS: A closer look,Walch V.,2006,69,2,,
American Archivist,Part 5. A* CENSUS: Report on continuing education,Zimmelman N.,2006,69,2,,"The A*CENSUS survey has demonstrated that continuing education or training has been and will continue to be a significant source of preparation for persons working with historical records. Participation in continuing education and training is high, but cost is the greatest barrier for those wishing to receive it. There is support from employers for the idea of continuing education and training, but actual financial support is insufficient or lacking. For all of these reasons, continuing education or training will have to be relatively inexpensive. In addition, continuing education and training needs are changing as more people enter the profession with graduate archival education. There is a need to provide more topics relating to digitization, electronic records, and digital/media asset management. Also, greater attention will need to be directed toward continuing education and training for persons with archives-related responsibilities, but who are not working as archivists or manuscript curators. Regional, state, and local archival associations and, to a somewhat lesser extent, national and international associations will be the principal sources of continuing education and training. Self-directed study will also be of importance. Trends in continuing education and professional development serve as a forecast of how individuals who care for historical records will be able to maintain their competency in their chosen profession. In addition, these trends have significant impact on the recruitment of new archivists. By deepening our understanding of these trends, the A*CENSUS can become an important tool for shaping the future of the profession."
American Archivist,Archival research,Pugh M.,2006,69,2,,
American Archivist,Part 1. Introduction,Walch V.,2006,69,2,,
American Archivist,Part 4. A* CENSUS: Report on graduate archival education,Yakel E.,2006,69,2,,
American Archivist,Part 6. A* CENSUS: Report on diversity,Banks B.,2006,69,2,,
American Archivist,"Archives, power, and history: Dunbar rowland and the beginning of the state archives of mississippi (1902-1936)",Galloway P.,2006,69,1,10.17723/aarc.69.1.m462n0564g87jqm0,"The histories of archives are especially significant because their collecting practices affect the writing of the history going on beyond their walls. This essay explores the early history of the Mississippi State Archives through the activities and practices of its first archivist, Dunbar Rowland. Rowland was not only a member of the first generation of southern state archivists, but was also a member of the Mississippi planter elite and an aspirant to participating both in the wider world of archival practice and thought and in the post-Reconstruction interpretation of southern history. This investigation divides Rowland's work into three periods: foundation, collection, and publication, and argues that Rowland's example shows how archival practice itself can reflect the stance of its times toward the construction of public memory."
American Archivist,Building preservation environments with data grid technology,Moore R.W.,2006,69,1,10.17723/aarc.69.1.176p51l2w5278567,"Preservation environments for digital records are successful when they can separate the digital record from any dependence on the original creating infrastructure. Data grid technology, which supports the management of records that are located on multiple storage systems, provides the software needed for infrastructure independence. This article provides a description of how data grid technology can be used to support preservation processes and of existing preservation environments that are based upon data grids."
American Archivist,An obligation of trust: Speculations on accountability and description,Millar L.,2006,69,1,10.17723/aarc.69.1.v88wl1m57382087m,"This paper considers the role of archival description as a tool for institutional and social accountability. The analysis is conducted through a comparison of accountability in traditional post-hoc archival description with description in the continuum-based model of recordkeeping. The author suggests that while both approaches have validity as tools of documentary accountability within their spheres, neither alone can ensure the wider accountability of an institution to itself or to society at large. A broader organizational and social accountability is necessary to ensure the integrity not just of current and historical records, but also of the larger spectrum of actions of the agency responsible for creating and keeping those records."
American Archivist,Digital preservation education: Educating or networking?,Duff W.M.,2006,69,1,10.17723/aarc.69.1.0437j178u17665v5,"Digital preservation training, especially continuing education, is now recognized as an essential component of an archivist's education. This paper reports on a research project that evaluated the effectiveness of continuing education experiences for increasing participants' skills in digital preservation and their ability to implement these skills in their repositories. The research project studied the impact of four workshops and five seminars in an international setting sponsored by the Electronic Resource Preservation and Access Network (ERPANET). The study findings indicate that the participants viewed the training events as successful, but that very few participants were able to implement the skills once they returned to their work environments. This paper analyzes the effectiveness of these kinds of training events and looks carefully at how they can be realistically measured."
American Archivist,Embracing the power of archives,Jimerson R.C.,2006,69,1,10.17723/aarc.69.1.r0p75n2084055418,
American Archivist,Secrecy in government,Ericson T.,2006,69,1,,
American Archivist,Political democracy and archival development in the management of presidential records in the republic of Korea,Lee K.,2006,69,1,10.17723/aarc.69.1.e8q25q2rk075138n,"This article reviews the modern history of presidential records management in the Republic of Korea (South Korea). Each of the different phases of archival development in presidential records management was triggered by democratic developments in the country's political system, which illustrates the close relationship between political structure and public archives in modern Korea. To examine this relationship, this study investigates the history of presidential records in Korea during three eras: the era of the absence of public records under authoritarian regimes (1948-1993), the era of the establishment of the basic principle for managing presidential records under two civilian administrations (1993-2003), and the era of new prospects for public archives under a new government (2003-present). This historical approach emphasizes that democratic entities are necessary to set up and manage an archival system for presidential records and to ensure public access to these records."
American Archivist,"More product, less process",Mangravite A.,2006,69,1,,
American Archivist,Images and initiatives,Pugh M.,2006,69,1,,
American Archivist,Sound practices: On-line audio exhibits and the cultural heritage archive,Breaden I.C.,2006,69,1,10.17723/aarc.69.1.t16h8h650t70gg47,"This paper examines the functionality of twenty-five on-line Web exhibits in their use of audio media, against a backdrop of the changing character of archives in the age of virtual access to primary materials. Each Web exhibit is scored against a matrix measuring specific aspects of audio performance. The scores are compiled, ranked, and analyzed. Based on these scores, the state of audio technology, and insights provided by digital archival preservation, a set of standards is proposed as a starting point for archives to use in increasing audio exhibit performance."
American Archivist,Letter to the editor,Greene M.,2006,69,1,,
American Archivist,"""The old version flickers more"": Digital preservation from the user's perspective",Hedstrom M.L.,2006,69,1,10.17723/aarc.69.1.1765364485n41800,"Most criteria for evaluating digital preservation strategies are based on needs and requirements from the archivist's perspective. In the CAMiLEON Project, we wanted to learn what significant properties users consider worth preserving. In this article, we present the results of two experiments that used human subjects to learn about user preferences for different formats of preserved digital objects. We tested subjects' reactions to digital materials that were preserved using three common methods: 1) conversion to a ""software-independent"" format; 2) migration; and 3) presenting the original bitstream using emulation. The results of this exploratory study suggest directions for further research and help archivists understand how user needs and preferences may inform selection of preservation methods. Further research on the effectiveness of emulation and migration needs to account for the quality of the emulator, the impact of specific approaches to migration on document attributes and behaviors, and numerous aspects of the original computing environment that may affect the user experience. Research on the importance of authenticity should consider how users judge authenticity and the tradeoffs they are willing to make between using the original source and the ease of access and use."
American Archivist,The politics of leo XIII's opening of the vatican archives: The ownership of the past,Tussing N.,2007,70,2,10.17723/aarc.70.2.4076070w5831168x,"In 1881, Pope Leo XIII (1878-1903) opened to scholarly research the Vatican Archives, a repository of documents recording papal history from the Middle Ages. Two years later, his letter Saepenumero considerantes, confirmed the opening and his motu proprio of May 1884 gave further instructions. 1 The opening was entwined with both the broader world of Italian politics and the smaller political sphere of the archives itself. The ""macropolitical"" context was the ecclesiastical controversy about the papacy's role in Italian history, which informed Leo XIII's decision to expand access to the archives. The micropolitical context concerns the management of the archives and the politics of access inside the Vatican. In his memoirs published posthumously in 1947, Protestant scholar Theodor Sickel 2 shows how bureaucratic power struggles and disagreements on extending access affected a scholar interested in historical research for its own sake. Despite Leo XIII's appreciation for Sickel's work, some of the pope's subordinates tried to hinder access to the documents, a disjunction between papal policy and its implementation. In part, these obstructions reflected the difficulty of translating a general policy into concrete terms; but they also revealed a clash within the Curia. This conflict informs both Leo XIII's letter and Sickel's memoirs. Leo XIII's letter equates truth with apologetics, or the defense of the Catholic Church:3 for Leo XIII, the archives embodied the Church's memory and therefore its identity. Sickel's memoirs, on the other hand, illustrate the politics of archives management."
American Archivist,American archivist for all,Pugh M.J.,2007,70,2,10.17723/aarc.70.2.k663411000373635,
American Archivist,"Archives of the people, by the people, for the people",Evans M.J.,2007,70,2,10.17723/aarc.70.2.d157t6667g54536g,"Archivists today are caught between an expanding volume of records and a growing public expectation that every page in every document is online and indexed. With so many records and so few resources to provide on-demand access to them, the problem seems intractable. More money alone is not the answer; larger appropriations or donations cannot solve this problem. Instead, archivists must fundamentally shift the way they think about their roles and develop alternative means and methods for doing archival work.This paper introduces the concept of commons-based peer-production as a means of turning collections inside out. It encourages archival institutions to reinvent themselves, and, in collaboration with other archives and with other types of organizations, to organize archival work in concert with a curious and interested public."
American Archivist,Archives for all: Professional responsibility and social justice,Jimerson R.C.,2007,70,2,10.17723/aarc.70.2.5n20760751v643m7,"Archivists should use their power-in determining what records will be preserved for future generations and in interpreting this documentation for researchers-for the benefit of all members of society. By adopting a social conscience for the profession, they can commit themselves to active engagement in the public arena. Archivists can use the power of archives to promote accountability, open government, diversity, and social justice. In doing so, it is essential to distinguish objectivity from neutrality. Advocacy and activism can address social issues without abandoning professional standards of fairness, honesty, detachment, and transparency."
American Archivist,Interaction in virtual archives: The polar bear expedition digital collections next generation finding aid,Krause M.G.,2007,70,2,10.17723/aarc.70.2.lpq61247881t10kv,"This article analyzes the design and provides a preliminary evaluation of an experimental finding aid incorporating social interaction created by the Finding Aids Next Generation Research Group at the University of Michigan. It discusses the development of the Polar Bear Expedition Digital Collections, an online access tool employing Web 2.0 technologies and evaluation of the first six months of its deployment (January-June 2006). Using Web analytics, an online survey, semistructured interviews, and content analysis of comments, the researchers explore visitors' initial reactions, and their uses of and interactions with this new type of finding aid. The study also offers insights from other disciplines and considers how social navigation features might enhance accessibility to archival materials. Initial findings suggest that enabling direct and indirect interaction among visitors and archivists, collaborative filtering, and other Web 2.0 features might make archival materials more accessible and enrich the traditional finding aid."
American Archivist,"Concepts of record (1): Evidence, information, and persistent representations",Yeo G.,2007,70,2,10.17723/aarc.70.2.u327764v1036756q,"The meaning or meanings of record, and the relationship of records to other concepts such as evidence and information, are continuing subjects of debate. This paper examines statements about the nature of the record made by writers and practitioners within the archives and records management community, and it identifies some of the ways in which understandings and emphases vary. After reviewing different attitudes to definition and the perception of meaning, it discusses the challenges of defining records in terms of evidence or information, and suggests that archivists and records managers may prefer to consider evidence and information as two of the many affordances that records provide to their users. It concludes by exploring the concept of representation and proposing an alternative characterization of records as persistent representations of activities."
American Archivist,"From the college democrats to the falling illini: Identifying, appraising, and capturing student organization websites",Prom C.,2007,70,2,10.17723/aarc.70.2.c8121767x9075210,"For nearly a decade, student organizations have used the Internet to promote events, record activities, issue statements, and maintain officer rosters. Student websites are potentially an important resource for scholarship on twenty-first-century student experience, providing both evidence about the activities of the organizations and information about the student body. Based on findings from a multicomponent case study at the University of Illinois at Urbana-Champaign, this article analyzes the documentary value of student organization websites and discusses ways in which archivists can use offline browser technology to capture extracurricular activity more fully."
American Archivist,"Two steps forward, one step back: Mixed progress under the automatic/systematic declassification review program",David J.,2007,70,2,10.17723/aarc.70.2.v32qn28301470551,"Executive Order (E.O.) 12958, signed by President William Clinton in April 1995, dramatically changed the declassification procedure for executive branch records.1 It created for the first time a process to open quickly huge numbers of records dating to World War II. The program has enjoyed mixed success. Many records locked away in vaults for years are finally being reviewed, and, overall, a fairly large percentage of them are actually being declassified. Many high-level documents, however, have been exempted from the process, and major problems hamper public access to the records actually declassified."
American Archivist,Assessing preservation needs of manuscript collections with a comprehensive survey,Gunselman C.,2007,70,1,10.17723/aarc.70.1.0u5455873x028061,"This article describes the planning, funding, methodology, and impact of a comprehensive survey of the physical condition and preservation needs of manuscript collections in the Manuscripts, Archives, and Special Collections (MASC) unit of the Washington State University Libraries. MASC librarians and management determined that these collections, as well as MASC's historical photograph collections, should be systematically surveyed and assessed, so that a prioritized preservation treatment plan could be developed. MASC librarians designed and executed two separate surveys, one for photograph collections and one for manuscripts. The manuscript portion of the survey project, which supported the development of a comprehensive preservation treatment plan for processed manuscript collections, is the subject of this article."
American Archivist,Primary sources in K-12 education: Opportunities for archives,Hendry J.,2007,70,1,10.17723/aarc.70.1.v674024627315777,"Recent developments in the field of K-12 (kindergarten through twelfth grade) education have made archival resources essential tools for many teachers. Inquiry-based learning, document-based questions, and high stakes standardized testing have converged to make primary resources an important teaching tool in elementary and secondary education. Teaching and testing K-12 students require analysis of primary documents, so that archival records take their place alongside the test tube and the textbook in many American classrooms. These trends represent an opportunity for archives to expand their patron base, establish contacts in the community, contribute to the vitality of public education in their communities, and cultivate the next generation of archives' users, donors, and supporters. This paper encourages archivists to consider K-12 students and their teachers when planning programs, digital products, and services."
American Archivist,Artifacts and audiences,Pugh M.,2007,70,1,,
American Archivist,Universal access to all knowledge,Kahle B.,2007,70,1,10.17723/aarc.70.1.u114006770252845,
American Archivist,Visual archives in perspective: Enlarging on historical medical photographs,Mifflin J.,2007,70,1,10.17723/aarc.70.1.y62u7r85381173u1,"Examining historical photographs can open paths to improved understanding of the history of most disciplines, including medicine. Images can be ""read"" and advantageously integrated with other historical ""traces."" Documents, including photographs, are ""orphaned"" when separated from their creators and used out of context. Archivists share with historians the responsibility for considering interpretations of the documentary record. Cultivating subject-specific understanding as well as general historical awareness expands our competency to read photographs and promotes more contextualized and historically grounded uses of information."
American Archivist,The new archives for american labor: From attic to digital shop floor,Blake B.,2007,70,1,10.17723/aarc.70.1.0757g775111l3520,"This article grounds the development of labor archives in the context of the archival profession. For the first half of the twentieth century, modest efforts to collect labor records were firmly rooted in the historical manuscripts tradition. By the 1960s, the flourishing public archives programs and the emergence of the new social history spurred a boom in labor archives. This boom ended in the 1980s, as unions faced tougher times and many institutions cut their support for archives programs. Today, the survival of labor archives programs depends on archivists forging a closer relationship with the labor movement, especially by establishing records- and knowledge-management partnerships. But first they must prove their worth to the labor movement. This process begins by examining the history, theory, and practice of the discipline."
American Archivist,"Philatelic materials in archival collections: Their appraisal, preservation, and description",Roberts P.J.,2007,70,1,10.17723/aarc.70.1.w3742751w5344275,"Many archival collections contain significant quantities of material related to postage stamps and postal history. Many philatelists are interested in researching them. This paper reviews some of the issues surrounding the disposition of philatelic materials and provides guidance for archivists in appraising, preserving, and describing them."
American Archivist,"Genealogists as a ""community of records""",Yakel E.,2007,70,1,10.17723/aarc.70.1.ll5414u736440636,"Owning Memory: How a Caribbean Community Lost Its Archives and Found Its History1 presents the concept of a ""community of records"" as it applies to native Virgin Islanders. A ""community of records"" refers both to how records are (re-)created or reused within a community as well as its contextualization of records (through memory and narrative construction). This paper examines whether this intellectual construct and lens can be applied to other social groups and their relationships to records. Specifically, this article explores the connections between genealogists and records-how genealogists reuse, combine, interpret, and disseminate records to create a coherent narrative of their families' lives that gives added meaning to their own lives."
American Archivist,Janus in cyberspace: Archives on the threshold of the digital era,Pearce-Moses R.,2007,70,1,10.17723/aarc.70.1.n7121165223j6t83,
American Archivist,Vatican archives: An inventory and guide to historical documents of the holy see - A ten-year retrospective,Blouin F.X.,2008,71,2,10.17723/aarc.71.2.d7h22h362311557g,"Ten years ago the authors published the results of their work to create a comprehensive descriptive framework for the historical documentation of the Holy See primarily housed in repositories within Vatican City. The Archivio Segreto Vaticano is the most important of these repositories, and descriptions of its holdings form the bulk of the publication. This article revisits this project ten years after publication to assess its contribution and the extent to which work at the various Vatican repositories has improved on the work done by the Michigan team. This retrospective explores issues relating to the limits of information technology, the complications of joint projects, the role of scholars in the descriptive process, and the need for conceptual frameworks in digital-based description."
American Archivist,Digital curation/digital archiving: A view from the national archives of Australia,Cunningham A.,2008,71,2,10.17723/aarc.71.2.p0h0t68547385507,"This paper considers similarities and differences among the concepts of digital curation, digital archives, and digital libraries. It argues that, from a recordkeeping perspective, the phrase digital archive has been misused, even hijacked, and that this misuse obscures fundamental issues associated with the capture and long-term management of archival resources. The paper also argues that digital archiving requires active archival intervention across the entire records continuum, and that, as such, the Open Archival Information System (OAIS) reference model is deficient because it ignores the need for pre-ingest archival activity. The paper reviews the digital archiving experiences of the National Archives of Australia (NAA), in light of the key messages outlined in the first half of the paper placing those endeavors in the broader Australasian context. These experiences include the NAA's efforts to promote and facilitate improvements in government recordkeeping, the NAA's digital preservation project, and the wider challenges of implementing total ""end-to-end"" digital archiving in an institution already struggling to fund its more traditional activities. It identifies the major challenges that still require resolution, such as securing access to the various skills and capabilities required for digital curation, Australian style. The paper concludes with thoughts on the skills and capabilities needed to deliver total digital archiving outcomes."
American Archivist,Perceptions and perspectives: From the basement to the boardroom,Pugh M.,2008,71,2,,
American Archivist,It's complicated: Barriers to EAD implementation,Yaco S.,2008,71,2,10.17723/aarc.71.2.678t26623402p552,"Eleven years after the release of Encoded Archival Description (EAD), archivists' reactions to it range from wholehearted acceptance to outright rejection. In the middle of this spectrum are archivists who decide to implement EAD but encounter obstacles in doing so. This paper reports the findings of a survey of sixteen such cases. It identifies barriers to implementation such as lack of staff and a gap between the technology needed to publish EAD and the skills of many archivists. It discusses solutions and recommends changing the emphasis of EAD training, using server-friendly software, and engaging consultants to bolster archivists' technology expertise."
American Archivist,"Saving, rebuilding, or making: Archival (Re) constructions in moving image archives",Ricci S.,2008,71,2,10.17723/aarc.71.2.m421h53m66218tg1,"This essay examines the contemporary restoration of legacy moving images. It argues that new technologies of restoration confront the archival profession with the need to reassess traditional methodologies and to articulate new theoretical frameworks. It introduces a range of conceptual problems including the nature and status of archival materials that require restoration and reconstitution, the desire to return moving images to their original states, and the differences between object-oriented and time- or event-oriented knowledge systems. A case study discusses three distinct archival representations of Marian Anderson's Lincoln Memorial Concert in 1939, which are symptomatic of a major shift within the moving image archival field. The paper suggests that the UCLA Film and Television Archive's experimental treatment of its archival footage of this historic concert represents an exemplary departure from the field's traditional and doctrinaire orientation toward neutrality and cautiousness. In addition to their previous role as custodians of legacy materials, archivists have now also begun to operate more openly as historical agents to fill in historical gaps by producing new works."
American Archivist,Institutional repositories and the institutional repository: College and university archives and special collections in an era of change,Yakel E.,2008,71,2,10.17723/aarc.71.2.c7t344q22u736lr2,"This article reports on the archival implications of the 2006 Census of Institutional Repositories in the United States1 and follow-up interviews with the developers of institutional repositories in selected colleges and universities. The findings indicate that archivists generally play a quiet but persistent role in institutional repositories, and archival and special collections materials are a major source of content in institutional repositories. Institutional repositories (IRs) are becoming an extension of the institutional repository (archives). Still, a great deal of uncertainty surrounds preservation in IRs, and a potential, albeit currently unfilled, role for the archivist exists in providing digital preservation expertise for the IR."
American Archivist,Archival orientation for undergraduate students: An exploratory study of impact,Duff W.,2008,71,2,10.17723/aarc.71.2.p6lt385r7556743h,"This paper reports on an exploratory study that assessed the impact of four orientation sessions given by an archivist in the Yale University Library Manuscripts and Archives (MSSA). The paper reviews the literature on the use of primary sources in the classroom, archival orientation sessions, and the impact of archival services. It outlines the methodology used in this study, discusses the findings, and concludes with suggestions for future research."
American Archivist,Archival foreclosure: A scholar's lawsuit against the estate of James Joyce,Spoo R.E.,2008,71,2,10.17723/aarc.71.2.gq50902754j2388w,The increasing scope and duration of copyright protection have had a noticeable impact on archive-based scholarship. More than a few literary estates have hampered scholars' efforts to quote from important documents freely accessible to the public in libraries but not fully usable in published scholarship due to copyright restraints. This paper tells the story of one scholar who fought back by suing the Estate of James Joyce for a judicial declaration that what she planned to do with archival materials was fair use and what the Joyce Estate had been doing to interfere with scholarship was copyright misuse.
American Archivist,The creation and destruction of the 1890 federal census,Dorman R.L.,2008,71,2,10.17723/aarc.71.2.c600075v1q5x0004,"The single-family population schedule for the Eleventh Census of the United States taken in 1890 was significantly more voluminous and vulnerable than its predecessors. Recordkeepers at the time failed to copy the schedules or to bind them, driven both by the era's pervasive fiscal conservatism and bureaucratic hubris over the first use of the Hollerith electrical tabulating machines. Thus the stage was set for the infamous fire of 10 January 1921. The loss of a large portion of the 1890 census did not, as previously assumed, spur the creation of the National Archives. Nevertheless, the impact of the fire and subsequent disposal of the remnants of the census left a permanent void in the historical record."
